Name,Elo,Wins,Losses,MatchesPlayed
Bedene A.,521.27,123,150,273
Duckworth J.,513.17,63,104,167
Mitchell B.,443.58,0,5,5
Viola Mat.,479.35,0,2,2
Van D. Merwe I.,481.14,0,1,1
Mesaros K.,489.19,0,1,1
Marcan D.,481.5,0,2,2
Lajola D.,484.0,0,1,1
Kutrovsky D.,518.28,2,1,3
Strode B.,484.74,0,1,1
Molteni A.,481.98,0,2,2
Olivetti A.,483.37,5,9,14
Cabal J.S.,484.65,0,1,1
Williams R.,434.79,6,18,24
Delbonis F.,499.49,147,187,334
Idmbarek Y.,473.99,0,2,2
Brugues-Davi A.,488.82,1,3,4
Moraru G.,488.57,0,1,1
Balazs A.,547.27,16,16,32
Gomez-Herrera C.,485.34,0,1,1
Broady L.,533.46,19,32,51
Fucsovics M.,631.42,135,142,277
Menendez-Maceiras A.,438.0,6,18,24
Trungelliti M.,490.83,15,23,38
Trusendi W.,482.53,0,1,1
Viola M.,464.95,4,11,15
Ehrat S.,447.64,0,3,3
Laaksonen H.,459.65,35,62,97
Meister N.,491.41,0,1,1
Mcclune M.,506.7,1,1,2
Andreozzi G.,461.72,12,28,40
Moriya H.,477.84,3,11,14
Pella G.,533.08,114,138,252
Authom M.,469.22,0,2,2
Novikov D.,476.65,5,11,16
Reix C.,512.87,1,1,2
Vasilevski A.,483.19,0,1,1
Betov S.,481.25,0,1,1
Fidirko N.,482.52,0,1,1
Siriluethaiwattana P.,489.53,0,1,1
Deen Heshaam A.,484.78,0,1,1
Davydenko P.,494.82,1,2,3
Singh S.,492.35,0,1,1
Rosenholm P.,510.23,1,2,3
Stebe C-M.,515.69,1,1,2
Zayed M. S.,495.09,0,1,1
Safwat M.,410.52,1,12,13
Smith J.P.,379.32,5,22,27
Saville L.,459.09,2,7,9
Weintraub A.,461.0,1,4,5
Pouille L.,543.57,131,127,258
Alund M.,538.21,7,10,17
Garin C.,653.27,113,96,209
Schwartzman D.,494.2,234,202,436
Veger F.,488.48,0,1,1
Reyes-Varela M.A.,474.45,0,2,2
Rachidi Y.,483.08,0,1,1
Arguello F.,376.73,1,15,16
Granollers G.,482.82,0,1,1
Carballes Baena R.,593.58,113,142,255
Struff J.L.,751.73,195,224,419
Desein N.,461.5,0,3,3
Cecchinato M.,507.23,74,126,200
Kyrgios N.,919.01,186,93,279
Vesely J.,572.26,131,147,278
Basic M.,493.27,19,28,47
Corrie E.,486.14,0,1,1
Edmund K.,549.74,109,115,224
Reid M.,492.88,0,1,1
Ymer E.,453.11,25,61,86
Eriksson M.,439.96,0,4,4
Kozlov S.,467.52,9,25,34
Pavic A.,461.87,3,10,13
Bossel A.,471.01,0,2,2
Langer N.,499.11,1,2,3
Ward A.,462.55,0,4,4
Gonzalez A.,379.0,10,34,44
Salamanca C.,486.49,0,1,1
Estrella Burgos V.,427.75,45,59,104
Barrientos N.,428.97,0,4,4
Londero J.I.,460.76,34,49,83
Struvay E.,469.57,0,2,2
Gomez E.,455.0,7,19,26
Zverev A.,983.29,423,180,603
King K.,464.03,1,6,7
Harrison C.,529.48,6,8,14
Westerhof B.,483.66,0,1,1
Topic J.,491.34,0,1,1
Coric B.,554.49,192,173,365
Setkic A.,458.08,0,3,3
Novak D.,406.24,15,43,58
Peliwo F.,469.39,1,4,5
Bogaerts R.,486.46,0,1,1
Herbert P.H.,569.69,89,117,206
Karatsev A.,590.32,76,82,158
Inglot D.,494.96,0,1,1
Djere L.,602.58,129,138,267
Trongcharoenchaikul W.,488.31,0,1,1
Jeong S.Y.,490.75,0,1,1
Chung H.,694.72,68,65,133
Khachanov K.,809.13,255,189,444
Nedovyesov O.,483.77,0,1,1
Sekulic M.,482.55,0,1,1
Mecir M.,483.7,1,3,4
Kokkinakis T.,686.33,67,80,147
Nedunchezhiyan J.,481.25,0,1,1
Ramanathan R.,410.61,14,27,41
Albot R.,494.36,86,136,222
Nedovyesov A.,451.53,4,15,19
Hossam K.,496.65,0,1,1
Struff J-L.,496.26,0,1,1
Dzumhur D.,482.45,101,123,224
Thompson J.,788.08,131,149,280
Rola B.,455.08,8,17,25
Artunedo Martinavarro A.,483.94,0,1,1
Daniel T.,469.22,75,139,214
Lama G.,437.99,0,4,4
Krstin P.,471.91,1,4,5
Hank T.,463.96,0,3,3
Khaddari H.,485.03,0,1,1
Ciorcila P.,486.85,0,1,1
Basilashvili N.,480.0,131,155,286
Travaglia S.,463.43,25,52,77
Milojevic N.,513.7,6,8,14
Vaisse M.,489.15,0,1,1
Michon A.,507.44,1,1,2
Arnaboldi A.,477.6,4,10,14
Lokoli L.,411.99,0,8,8
Coppejans K.,416.84,1,12,13
Puetz T.,500.79,1,2,3
Smethurst D.,495.79,0,1,1
Olivo R.,473.51,22,32,54
Thompson C.,485.09,0,1,1
Krueger M.,456.21,8,22,30
Diez S.,445.29,1,7,8
Pasha N.,485.22,0,1,1
De Paula F.,483.38,0,1,1
Galovic V.,474.64,2,5,7
Donaldson J.,576.42,44,62,106
Tiafoe F.,719.67,191,176,367
Schnur B.,402.55,3,15,18
Rubin N.,449.64,7,20,27
Giron M.,688.22,100,117,217
Mcgee J.,458.23,0,3,3
Kohlschreiber P..,516.09,1,0,1
Jasika O.,487.46,1,4,5
Takeuchi K.,481.98,0,1,1
Burquier G.,489.4,0,1,1
Gao X.,481.75,0,1,1
Ouyang B.,489.0,0,1,1
Gerasimov E.,543.59,44,51,95
Herbert P-H.,483.31,0,1,1
Wang C.,511.96,1,1,2
Rublev A.,749.51,304,172,476
Baluda V.,492.33,0,1,1
Gombos N.,492.97,21,45,66
Vanni L.,419.32,5,17,22
Prashanth V.,485.21,0,1,1
Jarry N.,630.12,97,96,193
Escobar G.,466.88,0,2,2
Androic T.,478.36,0,2,2
Quigley E.,486.72,0,1,1
Nishioka Y.,690.51,123,131,254
Martin F.,481.75,0,1,1
Bolt A.,536.74,16,31,47
De Greef A.,497.38,3,5,8
Munar J.,521.46,86,125,211
Giustino L.,451.26,1,7,8
Silva F.,482.06,0,2,2
Lestienne C.,425.53,16,36,52
Vega Hernandez D.,483.14,0,1,1
Ilkel C.,410.19,3,17,20
Trinker B.,507.57,1,2,3
Donati M.,518.97,1,1,2
Gaio F.,409.85,3,15,18
Hamou M.,471.49,0,3,3
Halys Q.,597.27,34,61,95
Gigounon G.,496.66,0,1,1
Marterer M.,454.93,36,76,112
Fritz T.,902.07,256,177,433
Demoliner M.,497.54,1,1,2
Sarkissian A.,482.38,2,4,6
Galan D.E.,461.72,40,64,104
Gomez A.,507.05,1,1,2
Trevisan M.,481.39,0,1,1
Hemery C.,433.89,2,9,11
King D.,460.51,3,9,12
Fratangelo B.,488.71,21,40,61
Herbert P.H,597.77,8,7,15
Paul T.,829.0,161,118,279
Shane R.,493.22,0,1,1
Shyla Y.,488.18,0,1,1
Uchiyama Y.,472.84,11,25,36
Niki T.,484.08,0,1,1
Zhang Ze,447.52,1,10,11
Zhang Zh.,629.97,49,52,101
Ymer M.,626.07,57,70,127
Miedler L.,465.36,0,3,3
Anderson O.,488.04,0,1,1
Kovalik J.,528.51,26,46,72
Zayid M. S.,492.5,0,1,1
Tearney F.,479.69,0,2,2
Barton M.,554.27,4,4,8
Lazov A.,488.18,0,1,1
Kuzmanov D.,431.8,2,9,11
Mmoh M.,639.81,28,37,65
Monteiro T.,551.9,76,111,187
Patino L.,487.83,0,1,1
Gomez L.,446.33,0,6,6
Mcdonald M.,562.17,98,122,220
Kicker N.,500.49,18,27,45
Opelka R.,624.01,92,85,177
Munoz De La Nava D.,428.62,1,7,8
Ahouda A.,481.47,1,3,4
Carreno Busta P.,694.07,210,136,346
Bautista Agut R.,678.73,250,165,415
Cachin P.,464.78,24,46,70
Linzer M.,473.84,0,2,2
Caruso S.,421.11,19,43,62
Sonego L.,616.24,136,148,284
Ortega-Olmedo R.,488.26,0,1,1
Medvedev D.,942.19,342,142,484
Pavlasek A.,496.76,5,9,14
Samper-Montana J.,474.59,0,2,2
Bourgue M.,478.06,1,5,6
Barrere G.,536.84,38,63,101
Escobedo E.,451.77,19,39,58
Willis M.,515.18,1,1,2
Lamasine T.,498.38,3,6,9
Arvidsson I.,487.55,0,1,1
Simonsson F.,484.0,0,1,1
Soderlund C.,506.6,1,1,2
Satral J.,505.0,1,2,3
Mertl J.,506.85,1,1,2
Nikles J.,473.76,1,3,4
Bellier A.,522.73,4,5,9
Santillan A.,435.48,2,7,9
Cacic N.,508.83,1,1,2
Serdarusic N.,429.04,1,8,9
Lopez-Perez E.,493.77,0,1,1
Shapovalov D.,716.88,183,154,337
Eubanks C.,554.52,40,60,100
Van Rijthoven T.,571.54,10,9,19
Myneni S.,481.87,0,2,2
Ivashka I.,560.87,75,81,156
Bublik A.,631.09,135,132,267
Ruud C.,770.36,221,124,345
Whittington A.,502.78,2,3,5
Maden Y.,492.73,9,17,26
De Loore J.,476.42,0,2,2
De Minaur A.,902.93,209,135,344
Yuksel A.,492.68,0,1,1
Zayid M.S.,490.03,0,1,1
O'Connell C.,479.5,0,3,3
Mott B.,483.59,0,2,2
Lazarov A.,468.76,1,4,5
Tepavac M.,490.07,0,1,1
Griekspoor T.,722.52,78,76,154
Tsitsipas S.,810.97,307,154,461
Luz O.,483.95,0,1,1
Sandgren T.,495.37,42,74,116
Quinzi G.,505.24,1,1,2
Silva F.F.,494.75,1,2,3
Domingues J.,510.8,4,6,10
Bellotti R.,479.44,0,1,1
Masur D.,467.53,1,5,6
Hanfmann Y.,620.28,69,77,146
Berrettini M.,789.75,169,87,256
Napolitano S.,484.29,3,7,10
Altmaier D.,503.23,41,79,120
Marcora R.,507.78,3,4,7
Del Potro J. M.,520.49,1,1,2
Muller A.,582.27,28,39,67
Bonzi B.,631.15,44,52,96
Jung J.,485.97,10,20,30
Norrie C.,679.92,190,139,329
Harris L.,547.26,61,72,133
Majchrzak K.,550.1,18,29,47
Ofner S.,565.45,37,47,84
Kwiatkowski T.S.,426.89,0,7,7
Polmans M.,439.68,6,17,23
Zekic M.,500.13,1,2,3
Sakharov G.,487.25,1,3,4
Molleker R.,474.78,5,13,18
Hernandez-Fernandez J.,490.93,0,1,1
King E.,493.83,1,3,4
Halebian A.,485.68,0,1,1
Bangoura S.,484.84,0,1,1
Leshem E.,497.13,1,2,3
Bega A.,486.81,0,1,1
Chrysochos P.,488.82,0,1,1
Koepfer D.,573.35,52,68,120
Aragone J.,480.44,0,2,2
Blancaneaux G.,438.19,0,6,6
Kypson P.,486.47,3,6,9
Safranek V.,487.25,0,2,2
Tyurnev E.,495.58,0,1,1
Wu Y.,616.38,18,22,40
Kuhn N.,460.22,2,8,10
Takahashi Y.,489.22,0,1,1
Safiullin R.,607.68,45,54,99
Ojeda Lara R.,518.91,3,3,6
Nagal S.,418.29,8,29,37
Kadhe A.,440.15,0,4,4
Caruana L.,490.83,0,1,1
Popyrin A.,728.23,81,109,190
Vukic A.,667.92,42,52,94
Moutet C.,551.05,60,85,145
Kwon S.W.,592.99,55,61,116
Taberner C.,471.03,12,24,36
Quiroz R.,511.92,3,3,6
Donski A.,489.71,0,1,1
Andreev A.,482.8,2,5,7
Korda S.,816.65,116,75,191
Auger-Aliassime F.,666.3,189,132,321
Gaston H.,557.09,38,52,90
Seyboth Wild T.,606.82,31,40,71
Kecmanovic M.,626.28,132,136,268
Vatutin A.,444.37,2,7,9
Martinez P.,545.63,66,87,153
Catarina L.,466.77,0,4,4
Hurkacz H.,858.35,190,122,312
Piros Z.,480.12,1,3,4
Baldi F.,463.44,0,3,3
Zapata Miralles B.,446.18,31,59,90
Coria F.,476.2,48,70,118
Hernandez-Fernandez J,482.92,0,1,1
Horansky F.,442.88,1,7,8
Benchetrit E.,445.51,1,8,9
Janvier M.,447.82,0,6,6
Otte O.,507.67,31,45,76
Purcell M.,568.55,30,48,78
Gunneswaran P.,421.14,7,21,28
Clarke J.,426.11,2,11,13
Kolar Z.,496.34,1,3,4
Reinberg E.,482.66,0,1,1
Roca Batalla O.,497.54,1,2,3
Huesler M.A.,425.62,24,45,69
Rodionov J.,516.29,12,20,32
Garanganga T.,484.46,0,1,1
Arevalo M.,473.11,0,2,2
Watanuki Y.,569.79,13,18,31
Gojo B.,522.57,8,16,24
Humbert U.,792.76,127,116,243
Altamirano C.,484.0,0,1,1
Brooksby J.,673.68,43,33,76
Tseng C.H.,440.94,2,9,11
Karlovskiy E.,488.16,0,1,1
Hoang A.,490.3,6,13,19
Dellien H.,412.88,21,52,73
Lopez Villasenor G.,450.46,0,4,4
Sakamoto P.,489.4,0,1,1
Davidovich Fokina A.,601.47,107,108,215
Sinner J.,1213.63,240,73,313
Valkusz M.,473.46,1,3,4
Basso A.,495.42,0,1,1
Moraing M.,510.0,1,2,3
Aragone JC,488.13,0,1,1
Celikbilek A.,511.63,4,5,9
Kirkin E.,482.03,0,2,2
Jubb P.,500.0,3,6,9
Moroni G.,508.53,1,1,2
Lenz J.,488.51,0,2,2
Torpegaard M.,483.3,1,3,4
Lee D.H.,510.36,1,1,2
Monteiro J.,484.59,0,1,1
Sarmiento R.,491.99,0,1,1
Svajda Z.,457.37,6,16,22
Roumane R.,489.63,0,1,1
Zhang Ze.,485.31,0,2,2
Dubrivnyy A.,488.83,0,1,1
Kachmazov A.,523.86,4,5,9
Avidzba A.,499.61,1,1,2
Mager G.,512.14,24,34,58
Harris A.,506.73,1,2,3
Vilella Martinez M.,536.07,4,5,9
Tabilo A.,676.49,50,45,95
Ficovich J.P.,498.91,1,2,3
Ruusuvuori E.,667.63,93,93,186
Couacaud E.,465.06,2,9,11
Mukund S.,455.71,0,3,3
Diaz Acosta F.,545.85,18,22,40
Cerundolo F.,664.99,88,78,166
Petrovic D.,497.93,2,3,5
Nakashima B.,626.82,84,79,163
Mayot H.,489.57,7,12,19
Alcaraz C.,1021.2,187,51,238
Meligeni Rodrigues F,485.92,0,2,2
Musetti L.,746.15,117,94,211
Barrios Vera M.T.,497.43,1,1,2
Varillas J.P.,509.54,16,23,39
Wolf J.J.,520.85,45,52,97
Cressy M.,465.55,43,57,100
Blanch U.,493.69,0,1,1
O Connell C.,585.87,45,66,111
Machac T.,820.69,39,32,71
Rinderknech A.,603.73,67,75,142
Galan D.,538.87,2,1,3
Zeppieri G.,480.06,6,14,20
Pellegrino A.,473.44,0,2,2
Kotov P.,559.3,35,43,78
Nardi L.,445.05,6,21,27
Bergs Z.,588.72,17,27,44
Popko D.,477.77,0,2,2
Skatov T.,495.86,3,8,11
Sachko V.,446.39,0,5,5
Forejtek J.,515.71,1,1,2
Zuk K.,458.17,0,3,3
Molcan A.,621.74,44,41,85
Grenier H.,457.87,7,16,23
Vrbensky M.,490.84,0,1,1
Nam J.S.,463.15,0,3,3
Etcheverry T.,632.65,57,69,126
Aragone J.C.,486.88,0,1,1
Sweeny D.,492.3,2,4,6
Fancutt T.,486.36,0,1,1
Van De Zandschulp B.,586.78,79,82,161
Schoolkate T.,471.47,1,4,5
Bourchier H.,510.85,1,1,2
Ferreira Silva F.,484.6,0,2,2
Cerundolo J.M.,514.62,16,21,37
Menezes J.,488.64,0,1,1
Barrios M.,478.55,5,10,15
Mochizuki S.,426.07,3,16,19
Tirante T.A.,534.94,8,9,17
Klein L.,543.62,10,14,24
Rune H.,842.42,126,78,204
Tsitsipas P.,490.56,0,1,1
Varillas J. P.,556.51,9,10,19
Baez S.,605.4,82,75,157
Nava E.,432.14,3,16,19
Borges N.,654.35,36,47,83
Cazaux A.,554.56,11,18,29
Stricker D.,625.33,19,19,38
Topo M.,439.71,0,5,5
Medjedovic H.,589.52,14,18,32
Cobolli F.,746.93,38,34,72
Brancaccio R.,484.14,0,1,1
Draper J.,918.83,73,38,111
Gray A.,498.64,1,2,3
Kopriva V.,462.68,5,11,16
Riedi L.,495.01,2,6,8
Mejia N.,470.54,0,2,2
Ajdukovic D.,492.64,4,8,12
Collarini A.,467.14,0,2,2
Bryde T.,488.24,0,1,1
Neumayer L.,489.11,1,2,3
Erler A.,509.7,1,1,2
Wu T.L.,483.14,1,4,5
Riffice S.,492.5,0,1,1
Holmgren A.,493.21,0,1,1
Tiurnev E.,490.44,0,1,1
Oliel Y.,473.63,0,2,2
Borg L.,463.93,1,6,7
Vavassori A.,543.91,8,11,19
Durasovic V.,487.24,0,2,2
Hijikata R.,553.08,25,36,61
Lehecka J.,790.84,64,52,116
Moroni G.M.,466.12,0,2,2
Shang J.,683.32,30,27,57
Pucinelli de Almeida M.,502.42,1,1,2
Brouwer G.,551.79,12,14,26
Alvarez Varona N.,500.3,1,2,3
Guinard M.,491.2,3,6,9
Rehberg M.,457.22,0,4,4
Gimeno Valero C.,495.33,0,1,1
Passaro F.,460.83,5,11,16
Arnaldi M.,666.84,41,39,80
Ugo Carabelli C.,477.2,4,9,13
Rodriguez Taverna S.,496.08,0,1,1
Agamenone F.,549.23,3,2,5
Tseng C. H.,476.12,2,7,9
De Jong J.,492.56,2,8,10
Peniston R.,530.86,6,7,13
Ritschard A.,488.96,3,7,10
Blumberg W.,489.03,0,1,1
Shelton B.,762.1,66,51,117
Misolic F.,536.5,8,9,17
Dutra Da Silva D.,484.0,0,1,1
Casanova H.,484.38,0,1,1
Shevchenko A.,609.3,37,43,80
Gakhov I.,500.62,1,3,4
Poljicak M.,474.07,0,2,2
Chappell N.,468.5,0,2,2
Villanueva G.,488.21,0,1,1
Uchida K.,493.18,1,3,4
Galarneau A.,489.8,0,2,2
Pervolarakis M.,490.58,0,1,1
Holt B.,464.07,2,7,9
Tien L.,520.23,3,5,8
Furness E.,491.52,0,1,1
Mena F.,478.58,0,1,1
Kovacevic A.,471.15,16,32,48
Hong S.,504.99,2,3,5
Chung Y.,474.36,0,2,2
Madaras D.,474.72,0,2,2
Zhukayev B.,489.42,2,5,7
Noguchi R.,505.7,1,1,2
Shimabukuro S.,485.19,2,6,8
Shimizu Y.,482.34,0,1,1
Maestrelli F.,487.62,0,1,1
Van Assche L.,482.53,16,34,50
Bailly G.,473.78,0,2,2
Geerts M.,493.81,0,1,1
Fils A.,773.12,50,39,89
Pannu K.,465.94,0,3,3
Svrcina D.,501.5,2,3,5
Bellucci M.,521.44,5,9,14
Krutykh O.,463.17,0,3,3
Hsu Y.,546.87,3,3,6
Darderi L.,527.06,25,27,52
Rybakov A.,490.55,0,1,1
Diallo G.,572.17,8,11,19
Chidekh C.,481.67,0,1,1
Pecotic M.,511.8,1,1,2
Shelbayh A.,450.14,2,8,10
Fonseca J.,509.46,5,7,12
Alves M.,498.44,0,1,1
Pacheco Mendez R.,463.86,0,4,4
Berrettini J.,495.19,0,1,1
Bonadio R.,491.74,1,2,3
Meligeni Alves F.,487.81,3,6,9
Rocha H.,486.52,1,3,4
Lalami Laaroussi Y.,484.01,0,1,1
Moundir A.,483.23,0,1,1
Vacherot V.,463.47,0,4,4
Rincon D.,464.4,0,3,3
Prizmic D.,499.34,3,5,8
Landaluce M.,461.71,1,5,6
Marozsan F.,647.53,33,33,66
Lopez San Martin A.,488.35,0,1,1
Llamas Ruiz P.,535.54,4,4,8
Mpetshi G.,667.67,18,15,33
Olivieri G.,530.93,2,1,3
Wessels L.,492.11,0,1,1
Choinski J.,475.86,2,7,9
Loffhagen G.,481.56,0,2,2
Tu L.,441.17,1,7,8
Michelsen A.,692.75,38,34,72
Fery A.,483.68,0,2,2
Virtanen O.,501.29,3,7,10
Quinn E.,453.82,2,6,8
Kumar O.,501.19,2,3,5
Mansouri S.,493.95,0,1,1
Kirchheimer S.,476.55,0,2,2
Mensik J.,742.31,25,14,39
Droguet T.,486.82,1,3,4
Moreno De Alboran N.,496.03,6,11,17
Mu T.,485.74,0,1,1
Cui J.,485.99,0,1,1
Sekulic P.,498.64,1,2,3
Lock B.,487.89,0,1,1
Atmane T.,481.39,3,9,12
Li Zh.,484.49,0,1,1
Zhou Y.,456.74,0,5,5
Mo Y.,492.25,0,1,1
Te R.,487.45,0,1,1
Yevseyev D.,493.42,1,3,4
Bu Y.,598.47,8,7,15
Lajal M.,507.15,1,2,3
Blockx A.,477.57,0,2,2
Friberg K.,488.83,0,1,1
Hassan B.,455.56,0,4,4
Martineau M.,481.4,0,2,2
Harris B.,517.07,7,7,14
Wong C.,439.32,0,7,7
Walton A.,423.55,3,12,15
Mccabe J.,449.53,0,4,4
Escoffier A.,484.91,0,1,1
Blanchet U.,495.33,1,2,3
Gomez F.,482.34,1,3,4
Navone M.,515.37,17,24,41
Burruchaga R.,485.19,1,3,4
Comesana F.,522.19,4,7,11
Neff A.,491.11,0,1,1
Heide G.,493.94,2,4,6
Blanch D.,486.62,0,2,2
Damm M.,511.43,1,1,2
Jorda Sanchis D.,501.28,1,1,2
Faria J.,468.26,0,2,2
Dougaz A.,486.15,0,1,1
Hardt N.,494.72,1,2,3
Moro Canas A.,486.31,1,3,4
Gigante M.,506.52,1,1,2
Sanchez Izquierdo N.,490.97,0,1,1
Barranco Cosano J.,489.21,0,1,1
Fanselow S.,489.21,0,1,1
Squire H.,493.72,1,3,4
Fearnley J.,512.73,2,3,5
Hussey G.,511.47,1,1,2
Searle H.,479.86,0,2,2
Broom C.,474.69,0,2,2
Spizzirri E.,493.23,1,2,3
Schwaerzler J.,485.78,0,2,2
Mikrut L.,483.28,0,1,1
Dodig M.,505.41,1,1,2
Kasnikowski M.,486.96,0,1,1
Jacquet K.,497.02,0,1,1
Forbes M.,487.36,0,1,1
Sun F.,488.14,0,1,1
Engel J.,504.3,1,1,2
Collignon R.,490.97,0,1,1
Kym J.,492.94,0,1,1
Djuric B.,482.47,0,1,1
Papamalamis T.,488.01,0,1,1
Basavareddy N.,494.81,0,1,1
