Name,Elo,Wins,Losses,MatchesPlayed
Middelkoop M.,495,0,1,1
Groth S.,385,33,56,89
Slabinsky A.,490,0,2,2
Kim K,495,0,1,1
Dabul B.,430,13,27,40
Van der Merwe I.,495,1,2,3
Eaton C.,500,1,1,2
Qureshi A.U.H.,485,1,4,5
Brizzi A.,495,0,1,1
Cruciat A.,490,0,2,2
O'Neal J.,495,0,1,1
Oswald P.,490,1,3,4
Mayer L.,390,163,185,348
Veic A.,440,9,21,30
Piccari F.,495,0,1,1
Estrella V.,495,0,1,1
Ignatik U.,495,0,1,1
Devvarman S.,390,44,66,110
De Heart R.,500,1,1,2
Ball C.,480,7,11,18
Krajicek A.,435,11,24,35
Djokovic M.,485,0,3,3
Xu J.C.,495,0,1,1
Bai Y.,480,2,6,8
Jouan R.,485,1,4,5
Sugita Y.,310,42,80,122
Ito Y.,495,0,1,1
Ito T.,365,27,54,81
Donskoy E.,185,48,111,159
Lejnieks K.,500,1,1,2
Tomic B.,515,166,163,329
Statham J.,480,2,6,8
Ebelthite C.,495,0,1,1
De Chaunac S.,500,5,5,10
Klaasen R.,500,4,4,8
Anderson A.,495,0,1,1
Mektic N.,470,1,7,8
Hocevar R.,475,0,5,5
Silva D.,495,0,1,1
Zampieri C.,495,1,2,3
Poerschke L.,490,0,2,2
Munoz de La Nava D.,495,0,1,1
Marchenko I.,315,44,81,125
Bhambri Y.,440,11,23,34
Ziadi M.,480,0,4,4
El Amrani R.,490,2,4,6
Riba-Madrid P.,490,0,2,2
Krajinovic F.,450,110,120,230
Zlatanovic A.,495,0,1,1
Kloer S.,495,0,1,1
Rufin G.,450,16,26,42
Fleming C.,490,0,2,2
Zemlja G.,465,26,33,59
Ghedin R.,485,0,3,3
Zeballos H.,300,85,125,210
Munoz-De La Nava D.,445,8,19,27
Britton D.,485,0,3,3
Del Bonis F.,495,6,7,13
Agostinelli B.,495,0,1,1
Raonic M.,1470,359,165,524
Ilhan M.,310,16,54,70
Buchanan C.,490,0,2,2
Luncanu P.A.,490,0,2,2
Copil M.,335,47,80,127
Valent R.,495,0,1,1
Wachiramanowong K.,490,0,2,2
Gong M.X.,480,0,4,4
Biryukov M.,490,0,2,2
Kontinen H.,495,1,2,3
Millot V.,435,8,21,29
Vovk S.,495,0,1,1
Dolgopolov O.,615,206,183,389
Haider-Maurer A.,355,37,66,103
Bautista R.,720,128,84,212
Millman J.,355,110,139,249
Ebden M.,240,70,122,192
Yang T.H.,480,0,4,4
Sorensen L.,495,2,3,5
Maamoun K.,495,0,1,1
Lemke J.,495,0,1,1
Cervantes I.,425,17,32,49
Matosevic M.,345,58,89,147
Kubler J.,460,22,30,52
Sergeyev I.,500,1,1,2
Wolmarans F.,495,1,2,3
Van Der Merwe I.,510,6,4,10
Souza J.,390,23,45,68
Saavedra Corvalan C.,495,0,1,1
Jelenic P.,500,1,1,2
Bemelmans R.,360,21,49,70
Im K.T.,495,0,1,1
Deheart R.,490,0,2,2
Mertens Y.,495,1,2,3
Niland C.,490,0,2,2
Ramos-Vinolas A.,285,202,245,447
Lajovic D.,220,180,236,416
Di Mauro A.,495,0,1,1
Krawietz K.,490,1,3,4
Gojowczyk P.,405,73,92,165
Mina G.,480,0,4,4
Paire B.,245,230,281,511
Emmrich M.,495,0,1,1
Alcaide G.,495,0,1,1
Kudla D.,195,70,131,201
Bubka S.,465,4,11,15
Dasnieres de Veigy J.,480,1,5,6
Lindell C.,470,2,8,10
Knittel B.,485,1,4,5
Marti Y.,485,2,5,7
Sadecky A.,495,1,2,3
Velotti A.,480,0,4,4
Johnson S.,440,187,199,386
Melzer G.,430,15,29,44
Duclos P.L.,490,1,3,4
Lojda D.,495,0,1,1
Klahn B.,350,13,43,56
Sock J.,645,167,138,305
Ungur A.,400,6,26,32
Zhang Z.,465,4,11,15
Wu D.,420,4,20,24
Belyaev I.,495,0,1,1
Schoorel T.,480,1,5,6
Muster T.,485,0,3,3
Marti J.,455,2,11,13
Goffin D.,830,309,243,552
Sabry S.,495,0,1,1
Venus M.,465,1,8,9
Scholtz N.,495,0,1,1
Rios F.,495,0,1,1
Bagnis F.,310,43,81,124
Romboli F.,495,0,1,1
Clezar G.,455,1,10,11
Kuznetsov Al.,445,5,16,21
Farah R.,485,3,6,9
Borvanov R.,495,0,1,1
Galdon P.,495,0,1,1
Kumantsov A.,495,0,1,1
Garza D.,480,0,4,4
Sanchez M.,490,0,2,2
Awadhy O.,495,0,1,1
Granollers Pujol G.,495,0,1,1
Kuznetsov An.,360,63,91,154
Gutierrez-Ferrol S.,500,2,2,4
Ramos A.,410,63,81,144
Carreno-Busta P.,370,39,65,104
Granollers-Pujol G.,490,0,2,2
Teixeira M.,480,1,5,6
Stebe C.M.,420,26,42,68
Cox D.,475,0,5,5
Golding O.,485,0,3,3
Walter L.,495,0,1,1
De Schepper K.,315,24,61,85
Wang J.,475,8,13,21
Olaso G.,490,2,4,6
Kern R.,485,0,3,3
Kosakowski D.,495,1,2,3
Grigelis L.,495,0,1,1
Pavic M.,475,3,8,11
Delic M.,470,2,8,10
Thiem D.,1120,321,197,518
Sitak A.,495,0,1,1
Chvojka E.,490,0,2,2
Pospisil V.,290,112,154,266
Jaziri M.,260,80,128,208
Dutra Da Silva R.,495,0,1,1
Giannessi A.,445,12,23,35
Torebko P.,490,0,2,2
Rodrigues M.,500,1,1,2
Renavand N.,500,1,1,2
Li Z.,450,0,10,10
Zopp J.,425,14,29,43
Nedelko I.,490,0,2,2
Bedene A.,365,123,150,273
Duckworth J.,280,64,108,172
Mitchell B.,475,0,5,5
Viola Mat.,490,0,2,2
Van D. Merwe I.,495,0,1,1
Mesaros K.,495,0,1,1
Marcan D.,490,0,2,2
Lajola D.,495,0,1,1
Kutrovsky D.,505,2,1,3
Strode B.,495,0,1,1
Molteni A.,490,0,2,2
Olivetti A.,480,5,9,14
Cabal J.S.,495,0,1,1
Williams R.,440,6,18,24
Delbonis F.,300,147,187,334
Idmbarek Y.,490,0,2,2
Brugues-Davi A.,490,1,3,4
Balazs A.,500,16,16,32
Gomez-Herrera C.,495,0,1,1
Broady L.,435,19,32,51
Fucsovics M.,470,138,144,282
Menendez-Maceiras A.,440,6,18,24
Trungelliti M.,460,15,23,38
Trusendi W.,495,0,1,1
Viola M.,465,4,11,15
Ehrat S.,485,0,3,3
Laaksonen H.,365,35,62,97
Meister N.,495,0,1,1
Mcclune M.,500,1,1,2
Andreozzi G.,420,12,28,40
Moriya H.,460,3,11,14
Pella G.,380,114,138,252
Authom M.,490,0,2,2
Novikov D.,470,5,11,16
Reix C.,500,1,1,2
Vasilevski A.,495,0,1,1
Betov S.,495,0,1,1
Fidirko N.,495,0,1,1
Siriluethaiwattana P.,495,0,1,1
Deen Heshaam A.,495,0,1,1
Davydenko P.,495,1,2,3
Singh S.,495,0,1,1
Rosenholm P.,495,1,2,3
Stebe C-M.,500,1,1,2
Zayed M. S.,495,0,1,1
Safwat M.,445,1,12,13
Smith J.P.,415,5,22,27
Saville L.,475,2,7,9
Weintraub A.,485,1,4,5
Pouille L.,510,131,129,260
Alund M.,485,7,10,17
Garin C.,585,116,99,215
Schwartzman D.,660,235,203,438
Veger F.,495,0,1,1
Reyes-Varela M.A.,490,0,2,2
Rachidi Y.,495,0,1,1
Arguello F.,430,1,15,16
Granollers G.,495,0,1,1
Carballes Baena R.,345,121,152,273
Struff J.L.,315,198,235,433
Desein N.,485,0,3,3
Cecchinato M.,240,74,126,200
Kyrgios N.,965,187,94,281
Vesely J.,420,131,147,278
Basic M.,455,19,28,47
Corrie E.,495,0,1,1
Edmund K.,470,109,115,224
Reid M.,495,0,1,1
Ymer E.,320,25,61,86
Eriksson M.,480,0,4,4
Kozlov S.,420,9,25,34
Pavic A.,465,3,10,13
Bossel A.,490,0,2,2
Langer N.,495,1,2,3
Ward A.,480,0,4,4
Gonzalez A.,380,10,34,44
Salamanca C.,495,0,1,1
Estrella Burgos V.,430,45,59,104
Barrientos N.,480,0,4,4
Londero J.I.,425,34,49,83
Struvay E.,490,0,2,2
Gomez E.,440,7,19,26
Zverev A.,1765,441,188,629
King K.,475,1,6,7
Harrison C.,490,6,8,14
Westerhof B.,495,0,1,1
Topic J.,495,0,1,1
Coric B.,580,192,176,368
Setkic A.,485,0,3,3
Novak D.,360,15,43,58
Peliwo F.,485,1,4,5
Bogaerts R.,495,0,1,1
Herbert P.H.,360,89,117,206
Karatsev A.,470,76,82,158
Inglot D.,495,0,1,1
Djere L.,490,139,141,280
Trongcharoenchaikul W.,495,0,1,1
Jeong S.Y.,495,0,1,1
Chung H.,515,68,65,133
Khachanov K.,825,264,199,463
Nedovyesov O.,495,0,1,1
Sekulic M.,495,0,1,1
Mecir M.,490,1,3,4
Kokkinakis T.,445,70,81,151
Nedunchezhiyan J.,495,0,1,1
Ramanathan R.,435,14,27,41
Albot R.,245,86,137,223
Nedovyesov A.,445,4,15,19
Hossam K.,495,0,1,1
Struff J-L.,495,0,1,1
Dzumhur D.,390,109,131,240
Thompson J.,410,136,154,290
Rola B.,455,8,17,25
Artunedo Martinavarro A.,495,0,1,1
Daniel T.,160,75,143,218
Lama G.,480,0,4,4
Krstin P.,485,1,4,5
Hank T.,485,0,3,3
Khaddari H.,495,0,1,1
Ciorcila P.,495,0,1,1
Basilashvili N.,375,132,157,289
Travaglia S.,365,25,52,77
Milojevic N.,490,6,8,14
Vaisse M.,495,0,1,1
Michon A.,500,1,1,2
Arnaboldi A.,470,4,10,14
Lokoli L.,460,0,8,8
Coppejans K.,445,1,12,13
Puetz T.,495,1,2,3
Smethurst D.,495,0,1,1
Olivo R.,450,22,32,54
Thompson C.,495,0,1,1
Krueger M.,425,9,24,33
Diez S.,470,1,7,8
Pasha N.,495,0,1,1
De Paula F.,495,0,1,1
Galovic V.,485,2,5,7
Donaldson J.,410,44,62,106
Tiafoe F.,575,201,186,387
Schnur B.,440,3,15,18
Rubin N.,435,7,20,27
Giron M.,425,111,126,237
Mcgee J.,485,0,3,3
Kohlschreiber P..,505,1,0,1
Jasika O.,480,1,5,6
Takeuchi K.,495,0,1,1
Burquier G.,495,0,1,1
Gao X.,495,0,1,1
Ouyang B.,495,0,1,1
Gerasimov E.,465,44,51,95
Herbert P-H.,495,0,1,1
Wang C.,500,1,1,2
Rublev A.,1160,314,182,496
Baluda V.,495,0,1,1
Gombos N.,380,21,45,66
Vanni L.,440,5,17,22
Prashanth V.,495,0,1,1
Jarry N.,475,100,105,205
Escobar G.,490,0,2,2
Androic T.,490,0,2,2
Quigley E.,495,0,1,1
Nishioka Y.,465,127,134,261
Martin F.,495,0,1,1
Bolt A.,425,16,31,47
De Greef A.,490,3,5,8
Munar J.,305,95,134,229
Giustino L.,470,1,7,8
Silva F.,490,0,2,2
Lestienne C.,395,17,38,55
Vega Hernandez D.,495,0,1,1
Ilkel C.,430,3,17,20
Trinker B.,495,1,2,3
Donati M.,500,1,1,2
Gaio F.,440,3,15,18
Hamou M.,485,0,3,3
Halys Q.,360,40,68,108
Gigounon G.,495,0,1,1
Marterer M.,300,36,76,112
Fritz T.,915,266,183,449
Demoliner M.,500,1,1,2
Sarkissian A.,490,2,4,6
Galan D.E.,370,40,66,106
Gomez A.,500,1,1,2
Trevisan M.,495,0,1,1
Hemery C.,465,2,9,11
King D.,470,3,9,12
Fratangelo B.,405,21,40,61
Herbert P.H,505,8,7,15
Paul T.,765,178,125,303
Shane R.,495,0,1,1
Shyla Y.,495,0,1,1
Uchiyama Y.,430,11,25,36
Niki T.,495,0,1,1
Zhang Ze,455,1,10,11
Zhang Zh.,465,51,58,109
Ymer M.,435,57,70,127
Miedler L.,485,0,3,3
Anderson O.,495,0,1,1
Kovalik J.,400,26,46,72
Zayid M. S.,495,0,1,1
Tearney F.,490,0,2,2
Barton M.,500,4,4,8
Lazov A.,495,0,1,1
Kuzmanov D.,465,2,9,11
Mmoh M.,455,30,39,69
Monteiro T.,320,78,114,192
Patino L.,495,0,1,1
Gomez L.,470,0,6,6
Mcdonald M.,380,98,122,220
Kicker N.,455,18,27,45
Opelka R.,550,102,92,194
Munoz De La Nava D.,470,1,7,8
Ahouda A.,490,1,3,4
Carreno Busta P.,850,212,142,354
Bautista Agut R.,890,254,176,430
Cachin P.,390,24,46,70
Linzer M.,490,0,2,2
Caruso S.,380,19,43,62
Sonego L.,425,144,159,303
Ortega-Olmedo R.,495,0,1,1
Medvedev D.,1535,357,150,507
Pavlasek A.,480,5,9,14
Samper-Montana J.,490,0,2,2
Bourgue M.,480,1,5,6
Barrere G.,370,38,64,102
Escobedo E.,400,19,39,58
Willis M.,500,1,1,2
Lamasine T.,485,3,6,9
Arvidsson I.,495,0,1,1
Simonsson F.,495,0,1,1
Soderlund C.,500,1,1,2
Satral J.,495,1,2,3
Mertl J.,500,1,1,2
Nikles J.,490,1,3,4
Bellier A.,495,4,5,9
Santillan A.,475,2,7,9
Cacic N.,500,1,1,2
Serdarusic N.,465,1,8,9
Lopez-Perez E.,495,0,1,1
Shapovalov D.,675,196,161,357
Eubanks C.,385,42,65,107
Van Rijthoven T.,505,10,9,19
Myneni S.,490,0,2,2
Ivashka I.,470,75,81,156
Bublik A.,490,141,143,284
Whittington A.,495,2,3,5
Maden Y.,460,9,17,26
De Loore J.,490,0,2,2
De Minaur A.,930,230,144,374
Yuksel A.,495,0,1,1
Zayid M.S.,495,0,1,1
O'Connell C.,485,0,3,3
Mott B.,490,0,2,2
Lazarov A.,485,1,4,5
Tepavac M.,495,0,1,1
Griekspoor T.,545,95,86,181
Tsitsipas S.,1305,322,161,483
Luz O.,495,0,1,1
Sandgren T.,340,42,74,116
Quinzi G.,500,1,1,2
Silva F.F.,495,1,2,3
Domingues J.,490,4,6,10
Bellotti R.,495,0,1,1
Masur D.,480,1,5,6
Hanfmann Y.,445,71,82,153
Berrettini M.,935,181,94,275
Napolitano S.,480,3,7,10
Altmaier D.,300,50,90,140
Marcora R.,495,3,4,7
Del Potro J. M.,500,1,1,2
Muller A.,455,40,49,89
Bonzi B.,450,49,59,108
Jung J.,450,10,20,30
Norrie C.,745,198,149,347
Harris L.,445,61,72,133
Majchrzak K.,445,21,32,53
Ofner S.,450,38,48,86
Kwiatkowski T.S.,465,0,7,7
Polmans M.,445,6,17,23
Zekic M.,495,1,2,3
Sakharov G.,490,1,3,4
Molleker R.,460,5,13,18
Hernandez-Fernandez J.,495,0,1,1
King E.,490,1,3,4
Halebian A.,495,0,1,1
Bangoura S.,495,0,1,1
Leshem E.,495,1,2,3
Bega A.,495,0,1,1
Chrysochos P.,495,0,1,1
Koepfer D.,415,53,70,123
Aragone J.,490,0,2,2
Blancaneaux G.,470,0,6,6
Kypson P.,485,3,6,9
Safranek V.,490,0,2,2
Tyurnev E.,495,0,1,1
Wu Y.,475,18,23,41
Kuhn N.,470,2,8,10
Takahashi Y.,495,0,1,1
Safiullin R.,435,48,61,109
Ojeda Lara R.,500,3,3,6
Nagal S.,380,8,32,40
Kadhe A.,480,0,4,4
Caruana L.,495,0,1,1
Popyrin A.,345,86,117,203
Vukic A.,410,44,62,106
Moutet C.,365,65,92,157
Kwon S.W.,470,55,61,116
Taberner C.,440,12,24,36
Quiroz R.,500,3,3,6
Donski A.,495,0,1,1
Andreev A.,485,2,5,7
Korda S.,705,124,83,207
Auger-Aliassime F.,820,204,140,344
Gaston H.,410,41,59,100
Seyboth Wild T.,440,34,46,80
Kecmanovic M.,485,143,146,289
Vatutin A.,475,2,7,9
Martinez P.,370,73,99,172
Catarina L.,480,0,4,4
Hurkacz H.,835,194,127,321
Piros Z.,490,1,3,4
Baldi F.,485,0,3,3
Zapata Miralles B.,360,31,59,90
Coria F.,385,51,74,125
Hernandez-Fernandez J,495,0,1,1
Horansky F.,470,1,7,8
Benchetrit E.,460,1,9,10
Janvier M.,470,0,6,6
Otte O.,430,31,45,76
Purcell M.,410,30,48,78
Gunneswaran P.,430,7,21,28
Clarke J.,455,2,11,13
Kolar Z.,490,1,3,4
Reinberg E.,495,0,1,1
Roca Batalla O.,495,1,2,3
Huesler M.A.,395,24,45,69
Rodionov J.,460,12,20,32
Garanganga T.,495,0,1,1
Arevalo M.,490,0,2,2
Watanuki Y.,480,15,19,34
Gojo B.,440,8,20,28
Humbert U.,565,136,123,259
Altamirano C.,495,0,1,1
Brooksby J.,570,50,36,86
Tseng C.H.,465,5,12,17
Karlovskiy E.,495,0,1,1
Hoang A.,465,6,13,19
Dellien H.,345,22,53,75
Lopez Villasenor G.,480,0,4,4
Sakamoto P.,495,0,1,1
Davidovich Fokina A.,545,127,118,245
Sinner J.,1370,247,73,320
Valkusz M.,490,1,3,4
Basso A.,495,0,1,1
Moraing M.,495,1,2,3
Aragone JC,495,0,1,1
Celikbilek A.,495,4,5,9
Kirkin E.,490,0,2,2
Jubb P.,485,3,6,9
Moroni G.,500,1,1,2
Lenz J.,490,0,2,2
Torpegaard M.,490,1,3,4
Lee D.H.,500,1,1,2
Monteiro J.,495,0,1,1
Sarmiento R.,495,0,1,1
Svajda Z.,445,6,17,23
Roumane R.,495,0,1,1
Zhang Ze.,490,0,2,2
Dubrivnyy A.,495,0,1,1
Kachmazov A.,490,4,6,10
Avidzba A.,500,1,1,2
Mager G.,450,24,34,58
Harris A.,495,1,2,3
Vilella Martinez M.,495,4,5,9
Tabilo A.,500,54,54,108
Ficovich J.P.,490,1,3,4
Ruusuvuori E.,500,93,93,186
Couacaud E.,465,2,9,11
Mukund S.,485,0,3,3
Diaz Acosta F.,475,21,26,47
Cerundolo F.,615,111,88,199
Nakashima B.,535,97,90,187
Mayot H.,455,7,16,23
Alcaraz C.,1270,210,56,266
Meligeni Rodrigues F,490,0,2,2
Musetti L.,665,133,100,233
Barrios Vera M.T.,500,1,1,2
Varillas J.P.,465,16,23,39
Wolf J.J.,465,45,52,97
Cressy M.,430,43,57,100
Blanch U.,495,0,1,1
O Connell C.,380,51,75,126
Machac T.,575,51,36,87
Rinderknech A.,425,70,85,155
Galan D.,505,2,1,3
Zeppieri G.,455,6,15,21
Pellegrino A.,490,0,2,2
Kotov P.,450,35,45,80
Nardi L.,405,9,28,37
Bergs Z.,465,30,37,67
Popko D.,485,0,3,3
Skatov T.,470,3,9,12
Sachko V.,475,0,5,5
Forejtek J.,500,1,1,2
Zuk K.,485,0,3,3
Molcan A.,515,44,41,85
Grenier H.,455,8,17,25
Vrbensky M.,495,0,1,1
Nam J.S.,485,0,3,3
Etcheverry T.,420,64,80,144
Aragone J.C.,495,0,1,1
Sweeny D.,490,2,4,6
Fancutt T.,495,0,1,1
Van De Zandschulp B.,460,82,90,172
Schoolkate T.,480,3,7,10
Bourchier H.,500,1,1,2
Ferreira Silva F.,490,0,2,2
Cerundolo J.M.,465,19,26,45
Menezes J.,495,0,1,1
Barrios M.,465,5,12,17
Mochizuki S.,435,3,16,19
Tirante T.A.,495,9,10,19
Klein L.,475,10,15,25
Rune H.,790,141,83,224
Tsitsipas P.,495,0,1,1
Varillas J. P.,495,9,10,19
Baez S.,550,95,85,180
Nava E.,435,3,16,19
Borges N.,450,48,58,106
Cazaux A.,465,14,21,35
Stricker D.,495,19,20,39
Topo M.,475,0,5,5
Medjedovic H.,490,20,22,42
Cobolli F.,505,44,43,87
Brancaccio R.,495,0,1,1
Draper J.,745,91,42,133
Gray A.,495,1,2,3
Kopriva V.,470,7,13,20
Riedi L.,480,2,6,8
Mejia N.,490,0,2,2
Ajdukovic D.,480,4,8,12
Collarini A.,490,0,2,2
Bryde T.,495,0,1,1
Neumayer L.,495,1,2,3
Erler A.,500,1,1,2
Wu T.L.,485,1,4,5
Riffice S.,495,0,1,1
Holmgren A.,495,0,1,1
Tiurnev E.,495,0,1,1
Oliel Y.,490,0,2,2
Borg L.,475,1,6,7
Vavassori A.,480,8,12,20
Durasovic V.,490,0,2,2
Hijikata R.,425,30,45,75
Lehecka J.,570,73,59,132
Moroni G.M.,490,0,2,2
Shang J.,525,32,27,59
Pucinelli de Almeida M.,500,1,1,2
Brouwer G.,490,12,14,26
Alvarez Varona N.,495,1,2,3
Guinard M.,480,4,8,12
Rehberg M.,480,0,4,4
Gimeno Valero C.,495,0,1,1
Passaro F.,465,5,12,17
Arnaldi M.,515,52,49,101
Ugo Carabelli C.,480,13,17,30
Rodriguez Taverna S.,495,0,1,1
Agamenone F.,505,3,2,5
Tseng C. H.,475,2,7,9
De Jong J.,470,5,11,16
Peniston R.,495,6,7,13
Ritschard A.,475,3,8,11
Blumberg W.,495,0,1,1
Shelton B.,600,80,60,140
Misolic F.,500,10,10,20
Dutra Da Silva D.,495,0,1,1
Casanova H.,495,0,1,1
Shevchenko A.,440,39,51,90
Gakhov I.,490,1,3,4
Poljicak M.,490,0,2,2
Chappell N.,490,0,2,2
Villanueva G.,495,0,1,1
Uchida K.,490,1,3,4
Galarneau A.,490,0,2,2
Pervolarakis M.,495,0,1,1
Holt B.,460,2,10,12
Tien L.,480,9,13,22
Furness E.,495,0,1,1
Mena F.,495,0,1,1
Kovacevic A.,420,22,38,60
Hong S.,495,2,3,5
Chung Y.,490,0,2,2
Madaras D.,490,0,2,2
Zhukayev B.,485,2,5,7
Noguchi R.,500,1,1,2
Shimabukuro S.,480,2,6,8
Shimizu Y.,495,0,1,1
Maestrelli F.,495,0,1,1
Van Assche L.,415,17,34,51
Bailly G.,490,0,2,2
Geerts M.,495,0,1,1
Fils A.,585,64,47,111
Pannu K.,485,0,3,3
Svrcina D.,495,2,3,5
Bellucci M.,480,11,15,26
Krutykh O.,485,0,3,3
Hsu Y.,500,3,3,6
Darderi L.,500,34,34,68
Rybakov A.,495,0,1,1
Diallo G.,485,15,18,33
Chidekh C.,490,0,2,2
Pecotic M.,500,1,1,2
Shelbayh A.,465,2,9,11
Fonseca J.,515,15,12,27
Alves M.,495,0,1,1
Pacheco Mendez R.,480,1,5,6
Berrettini J.,495,0,1,1
Bonadio R.,495,1,2,3
Meligeni Alves F.,475,3,8,11
Rocha H.,490,1,3,4
Lalami Laaroussi Y.,490,0,2,2
Moundir A.,495,0,1,1
Vacherot V.,475,1,6,7
Rincon D.,485,0,3,3
Prizmic D.,490,3,5,8
Landaluce M.,470,1,7,8
Marozsan F.,500,42,42,84
Lopez San Martin A.,495,0,1,1
Llamas Ruiz P.,500,4,4,8
Mpetshi G.,490,21,23,44
Olivieri G.,505,2,1,3
Wessels L.,495,0,1,1
Choinski J.,475,2,7,9
Loffhagen G.,490,0,2,2
Tu L.,460,2,10,12
Michelsen A.,525,48,43,91
Fery A.,490,0,2,2
Virtanen O.,470,5,11,16
Quinn E.,465,6,13,19
Kumar O.,495,2,3,5
Mansouri S.,495,0,1,1
Kirchheimer S.,490,0,2,2
Mensik J.,595,41,22,63
Droguet T.,490,1,3,4
Moreno De Alboran N.,475,6,11,17
Mu T.,495,0,1,1
Cui J.,495,0,1,1
Sekulic P.,495,1,2,3
Lock B.,495,0,1,1
Atmane T.,470,3,9,12
Li Zh.,495,0,1,1
Zhou Y.,475,0,5,5
Mo Y.,495,0,1,1
Te R.,495,0,1,1
Yevseyev D.,490,1,3,4
Bu Y.,470,13,19,32
Lajal M.,495,1,2,3
Blockx A.,485,0,3,3
Friberg K.,495,0,1,1
Hassan B.,480,0,4,4
Martineau M.,490,0,2,2
Harris B.,490,7,9,16
Wong C.,465,2,9,11
Walton A.,440,7,19,26
Mccabe J.,480,1,5,6
Escoffier A.,495,0,1,1
Blanchet U.,495,1,2,3
Gomez F.,490,1,3,4
Navone M.,455,26,35,61
Burruchaga R.,480,1,5,6
Comesana F.,485,12,15,27
Neff A.,495,0,1,1
Heide G.,485,3,6,9
Blanch D.,490,0,2,2
Jorda Sanchis D.,500,1,1,2
Faria J.,500,5,5,10
Dougaz A.,480,0,4,4
Hardt N.,495,1,2,3
Moro Canas A.,490,1,3,4
Gigante M.,495,2,3,5
Sanchez Izquierdo N.,495,0,1,1
Barranco Cosano J.,495,0,1,1
Fanselow S.,495,0,1,1
Squire H.,490,1,3,4
Fearnley J.,495,7,8,15
Hussey G.,500,1,1,2
Searle H.,490,0,2,2
Broom C.,490,0,2,2
Spizzirri E.,495,2,3,5
Schwaerzler J.,490,0,2,2
Mikrut L.,495,0,1,1
Dodig M.,500,1,1,2
Kasnikowski M.,495,0,1,1
Jacquet K.,495,0,1,1
Forbes M.,495,0,1,1
Sun F.,495,0,1,1
Engel J.,495,1,2,3
Collignon R.,490,1,3,4
Kym J.,495,0,1,1
Djuric B.,495,0,1,1
Papamalamis T.,495,0,1,1
Basavareddy N.,485,3,6,9
Becroft I.,495,0,1,1
Habib H.,490,1,3,4
Onclin G.,495,0,1,1
Samrej K.,495,0,1,1
Boyer T.,490,2,4,6
Svajda T.,495,0,1,1
Rottgering M.,495,0,1,1
Trotter J.K.,495,0,1,1
McDonald M.,495,3,4,7
Gea A.,495,0,1,1
Herbert P.,500,2,2,4
Buse I.,495,0,1,1
Smith C.,505,3,2,5
Cina F.,500,2,2,4
Sakamoto R.,495,0,1,1
Jianu F.C.,500,1,1,2
Denolly C.,500,1,1,2
Baadi T.,495,0,1,1
Dedura-Palomero D.,495,0,1,1
Moller E.,495,0,1,1
