Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Odd_1,Odd_2,Score
RCA Championships,22/07/2006,International,Outdoor,Hard,Semifinals,3,Malisse X.,Blake J.,Blake J.,3.39,1.3,3-6 6-2 1-6
RCA Championships,23/07/2006,International,Outdoor,Hard,The Final,3,Blake J.,Roddick A.,Blake J.,2.25,1.57,4-6 6-4 7-6
Mercedes Cup,17/07/2006,International Gold,Outdoor,Clay,1st Round,3,Rochus C.,Junqueira D.,Junqueira D.,1.3395,3.28,3-6 6-2 6-7
Mercedes Cup,17/07/2006,International Gold,Outdoor,Clay,1st Round,3,Hartfield D.,Vik R.,Hartfield D.,2.1,1.66,3-6 7-6 6-4
Mercedes Cup,17/07/2006,International Gold,Outdoor,Clay,1st Round,3,Rieschick S.,Lapentti N.,Lapentti N.,3.4,1.29,6-4 3-6 1-6
Mercedes Cup,17/07/2006,International Gold,Outdoor,Clay,1st Round,3,Portas A.,Saretta F.,Portas A.,1.9,1.8,5-7 6-3 6-3
Mercedes Cup,17/07/2006,International Gold,Outdoor,Clay,1st Round,3,Kindlmann D.,Armando H.,Armando H.,1.9,1.8,4-6 3-6
Mercedes Cup,17/07/2006,International Gold,Outdoor,Clay,1st Round,3,Mayer F.,Beck A.,Mayer F.,1.36,2.87,6-4 3-6 6-3
Mercedes Cup,17/07/2006,International Gold,Outdoor,Clay,1st Round,3,Dlouhy L.,Wawrinka S.,Wawrinka S.,2.87,1.36,7-6 3-6 4-6
Mercedes Cup,17/07/2006,International Gold,Outdoor,Clay,1st Round,3,Seppi A.,Norman D.,Seppi A.,1.33,3,7-6 6-4
Mercedes Cup,18/07/2006,International Gold,Outdoor,Clay,1st Round,3,Pavel A.,Del Potro J.M.,Del Potro J.M.,1.61,2.2,6-3 2-6 2-6
Mercedes Cup,18/07/2006,International Gold,Outdoor,Clay,1st Round,3,Gabashvili T.,Vanek J.,Gabashvili T.,1.83,1.83,6-3 4-6 6-3
Mercedes Cup,18/07/2006,International Gold,Outdoor,Clay,1st Round,3,Berrer M.,Monaco J.,Monaco J.,3.175,1.36,6-4 6-7 4-6
Mercedes Cup,18/07/2006,International Gold,Outdoor,Clay,1st Round,3,Novak J.,Bolelli S.,Novak J.,1.66,2.1,7-6 6-1
Mercedes Cup,18/07/2006,International Gold,Outdoor,Clay,1st Round,3,Popp T.,Marach O.,Marach O.,2.75,1.39,1-6 2-6
Mercedes Cup,18/07/2006,International Gold,Outdoor,Clay,1st Round,3,Zabaleta M.,Waske A.,Zabaleta M.,2.62,1.44,6-3 3-6 6-3
Mercedes Cup,18/07/2006,International Gold,Outdoor,Clay,1st Round,3,Schuettler R.,Greul S.,Greul S.,2,1.72,5-7 5-7
Mercedes Cup,18/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Hartfield D.,Almagro N.,Hartfield D.,5.5,1.12,6-7 7-6 7-5
Mercedes Cup,18/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Serra F.,Lapentti N.,Lapentti N.,1.39,2.75,7-5 6-7 2-6
Mercedes Cup,18/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Junqueira D.,Volandri F.,Junqueira D.,3.75,1.25,6-3 6-4
Mercedes Cup,18/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Armando H.,Berdych T.,Berdych T.,5.5,1.12,5-7 3-6
Mercedes Cup,19/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Del Potro J.M.,Chela J.I.,Del Potro J.M.,2.2,1.61,6-2 4-6 6-1
Mercedes Cup,19/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Portas A.,Horna L.,Horna L.,2.62,1.44,6-7 2-6
Mercedes Cup,19/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Melzer J.,Mirnyi M.,Melzer J.,2,1.72,6-3 6-1
Mercedes Cup,19/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Gaudio G.,Zabaleta M.,Zabaleta M.,1.22,4,4-6 0-6
Mercedes Cup,19/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Marach O.,Gasquet R.,Marach O.,7.5,1.07,6-4 6-2
Mercedes Cup,19/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Gabashvili T.,Koubek S.,Koubek S.,1.44375,2.783333333333333,6-7 2-6
Mercedes Cup,19/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Wawrinka S.,Phau B.,Wawrinka S.,1.33,3.25,6-7 6-2 6-3
Mercedes Cup,19/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Novak J.,Ferrer D.,Ferrer D.,3,1.36,3-6 1-6
Mercedes Cup,19/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Greul S.,Youzhny M.,Greul S.,2,1.72,6-7 7-5 6-4
Mercedes Cup,19/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Seppi A.,Acasuso J.,Acasuso J.,3,1.36,4-6 6-7
Mercedes Cup,19/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Mayer F.,Simon G.,Mayer F.,2.1,1.66,7-6 6-2
Mercedes Cup,20/07/2006,International Gold,Outdoor,Clay,3rd Round,3,Hartfield D.,Lapentti N.,Lapentti N.,1.72,2,6-7 2-6
Mercedes Cup,20/07/2006,International Gold,Outdoor,Clay,3rd Round,3,Horna L.,Zabaleta M.,Horna L.,1.72,2,6-3 6-7 6-4
Mercedes Cup,20/07/2006,International Gold,Outdoor,Clay,3rd Round,3,Junqueira D.,Berdych T.,Berdych T.,6,1.11,1-6 4-6
Mercedes Cup,20/07/2006,International Gold,Outdoor,Clay,3rd Round,3,Monaco J.,Melzer J.,Monaco J.,1.72,2,6-4 6-7 6-4
Mercedes Cup,20/07/2006,International Gold,Outdoor,Clay,3rd Round,3,Koubek S.,Marach O.,Marach O.,2.5,1.5,4-6 4-6
Mercedes Cup,20/07/2006,International Gold,Outdoor,Clay,3rd Round,3,Ferrer D.,Wawrinka S.,Ferrer D.,1.44,2.62,6-3 6-4
Mercedes Cup,20/07/2006,International Gold,Outdoor,Clay,3rd Round,3,Greul S.,Acasuso J.,Acasuso J.,3.5,1.28,6-7 6-2 4-6
Mercedes Cup,20/07/2006,International Gold,Outdoor,Clay,3rd Round,3,Mayer F.,Del Potro J.M.,Mayer F.,1.8,1.9,6-1 6-0
Mercedes Cup,21/07/2006,International Gold,Outdoor,Clay,Quarterfinals,3,Lapentti N.,Berdych T.,Berdych T.,4.5,1.16,1-6 2-6
Mercedes Cup,21/07/2006,International Gold,Outdoor,Clay,Quarterfinals,3,Ferrer D.,Mayer F.,Ferrer D.,1.33,3.25,6-4 6-3
Mercedes Cup,21/07/2006,International Gold,Outdoor,Clay,Quarterfinals,3,Marach O.,Acasuso J.,Acasuso J.,3.75,1.25,2-6 3-6
Mercedes Cup,22/07/2006,International Gold,Outdoor,Clay,Semifinals,3,Ferrer D.,Berdych T.,Ferrer D.,1.9,1.8,6-3 7-5
Mercedes Cup,22/07/2006,International Gold,Outdoor,Clay,Semifinals,3,Monaco J.,Acasuso J.,Acasuso J.,3.25,1.33,6-4 2-6 2-6
Mercedes Cup,23/07/2006,International Gold,Outdoor,Clay,The Final,5,Ferrer D.,Acasuso J.,Ferrer D.,1.57,2.25,6-4 3-6 6-7 7-5 6-4
Generali Open,24/07/2006,International Gold,Outdoor,Clay,1st Round,3,Minar I.,Luczak P.,Luczak P.,2.11,1.75,1-6 6-3 1-6
Generali Open,24/07/2006,International Gold,Outdoor,Clay,1st Round,3,Daniel M.,Montanes A.,Daniel M.,2.2,1.61,6-4 6-3
Generali Open,24/07/2006,International Gold,Outdoor,Clay,1st Round,3,Patriarca D.,Haider-Mauer A.,Haider-Mauer A.,2.01,1.901,7-6 2-6 3-6
Generali Open,24/07/2006,International Gold,Outdoor,Clay,1st Round,3,Calatrava A.,Junqueira D.,Calatrava A.,,,4-6 6-3 6-4
Generali Open,24/07/2006,International Gold,Outdoor,Clay,1st Round,3,Berrer M.,Gremelmayr D.,Gremelmayr D.,1.68,2.225,3-6 6-3 6-7
Generali Open,24/07/2006,International Gold,Outdoor,Clay,1st Round,3,Roitman S.,Sabau R.,Roitman S.,1.36,2.87,6-4 6-3
Generali Open,24/07/2006,International Gold,Outdoor,Clay,1st Round,3,Sandbichler A.,Vemic D.,Vemic D.,4.5,1.16,3-6 3-6
Generali Open,24/07/2006,International Gold,Outdoor,Clay,1st Round,3,Koubek S.,Marin J.A.,Koubek S.,1.53,2.37,3-6 6-4 7-6
Generali Open,24/07/2006,International Gold,Outdoor,Clay,1st Round,3,Norman D.,Vassallo-Arguello M.,Vassallo-Arguello M.,2.37,1.53,0-6 4-6
Generali Open,25/07/2006,International Gold,Outdoor,Clay,1st Round,3,Lapentti N.,Zib T.,Lapentti N.,1.44,2.62,7-6 6-3
Generali Open,25/07/2006,International Gold,Outdoor,Clay,1st Round,3,Azzaro L.,Monaco J.,Monaco J.,4,1.19,4-6 2-6
Generali Open,25/07/2006,International Gold,Outdoor,Clay,1st Round,3,Waske A.,Kubot L.,Waske A.,1.44,2.62,6-3 3-6 7-6
Generali Open,25/07/2006,International Gold,Outdoor,Clay,1st Round,3,Eschauer W.,Massa E.,Massa E.,1.66,2.1,6-3 6-7 4-6
Generali Open,25/07/2006,International Gold,Outdoor,Clay,1st Round,3,Melzer J.,Hernandez O.,Melzer J.,1.28,3.25,6-3 6-4
Generali Open,25/07/2006,International Gold,Outdoor,Clay,1st Round,3,Marach O.,Eitzinger R.,Eitzinger R.,1.22,3.75,3-6 0-6
Generali Open,25/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Pavel A.,Daniel M.,Pavel A.,1.5573333333333337,2.47,6-4 6-4
Generali Open,25/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Luczak P.,Kohlschreiber P.,Kohlschreiber P.,2.5225,1.5316666666666665,6-7 5-7
Generali Open,25/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Gremelmayr D.,Rochus C.,Gremelmayr D.,2.1966666666666668,1.67625,7-5 6-1
Generali Open,25/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Vassallo-Arguello M.,Youzhny M.,Youzhny M.,2.1525,1.7066666666666668,6-0 4-6 6-7
Generali Open,26/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Nieminen J.,Roitman S.,Nieminen J.,1.08,7,6-3 1-6 6-4
Generali Open,26/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Seppi A.,Massa E.,Massa E.,1.39,2.75,6-7 6-7
Generali Open,26/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Chela J.I.,Zabaleta M.,Chela J.I.,2.75,1.39,6-7 6-3 6-3
Generali Open,26/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Haider-Mauer A.,Mirnyi M.,Mirnyi M.,6,1.11,2-6 4-6
Generali Open,26/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Koubek S.,Pashanski B.,Koubek S.,1.44,2.62,6-1 3-6 6-2
Generali Open,26/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Waske A.,Verdasco F.,Verdasco F.,4,1.22,3-6 3-6
Generali Open,26/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Massu N.,Calatrava A.,Massu N.,1.12,5.5,3-6 7-5 7-6
Generali Open,26/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Davydenko N.,Lapentti N.,Lapentti N.,1.16,4.5,3-6 3-6
Generali Open,26/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Calleri A.,Eitzinger R.,Calleri A.,1.11,6,7-6 6-3
Generali Open,26/07/2006,International Gold,Outdoor,Clay,2nd Round,3,Robredo T.,Melzer J.,Melzer J.,1.19,4.33,2-6 5-7
Generali Open,27/07/2006,International Gold,Outdoor,Clay,3rd Round,3,Verdasco F.,Mirnyi M.,Verdasco F.,1.33,3.25,6-4 7-5
Generali Open,27/07/2006,International Gold,Outdoor,Clay,3rd Round,3,Vemic D.,Chela J.I.,Chela J.I.,2.62,1.44,4-6 0-6
Generali Open,27/07/2006,International Gold,Outdoor,Clay,3rd Round,3,Kohlschreiber P.,Nieminen J.,Kohlschreiber P.,3,1.36,6-2 4-6 6-3
Generali Open,27/07/2006,International Gold,Outdoor,Clay,3rd Round,3,Massu N.,Calleri A.,Calleri A.,1.8,1.9,2-6 6-7
Generali Open,27/07/2006,International Gold,Outdoor,Clay,3rd Round,3,Lapentti N.,Koubek S.,Lapentti N.,1.5,2.5,6-3 6-3
Generali Open,27/07/2006,International Gold,Outdoor,Clay,3rd Round,3,Massa E.,Youzhny M.,Youzhny M.,2.5,1.5,4-6 1-6
Generali Open,27/07/2006,International Gold,Outdoor,Clay,3rd Round,3,Melzer J.,Pavel A.,Melzer J.,1.5,2.5,7-5 6-3
Generali Open,27/07/2006,International Gold,Outdoor,Clay,3rd Round,3,Gremelmayr D.,Gaudio G.,Gaudio G.,4.5,1.16,7-6 6-7 0-6
Generali Open,28/07/2006,International Gold,Outdoor,Clay,Quarterfinals,3,Verdasco F.,Lapentti N.,Verdasco F.,1.25,3.75,6-4 6-4
Generali Open,28/07/2006,International Gold,Outdoor,Clay,Quarterfinals,3,Gaudio G.,Calleri A.,Calleri A.,1.8,1.9,5-7 0-6
Generali Open,28/07/2006,International Gold,Outdoor,Clay,Quarterfinals,3,Youzhny M.,Melzer J.,Youzhny M.,3,1.36,6-3 3-6 6-3
Generali Open,28/07/2006,International Gold,Outdoor,Clay,Quarterfinals,3,Kohlschreiber P.,Chela J.I.,Chela J.I.,1.83,1.83,4-6 4-6
Generali Open,29/07/2006,International Gold,Outdoor,Clay,Semifinals,3,Calleri A.,Verdasco F.,Calleri A.,2.25,1.57,4-6 6-1 6-3
Generali Open,29/07/2006,International Gold,Outdoor,Clay,Semifinals,3,Youzhny M.,Chela J.I.,Chela J.I.,2.25,1.57,2-6 6-4 4-6
Generali Open,30/07/2006,International Gold,Outdoor,Clay,The Final,5,Calleri A.,Chela J.I.,Calleri A.,1.53,2.37,7-6 6-2 6-3
Countrywide Classic,24/07/2006,International,Outdoor,Hard,1st Round,3,Tipsarevic J.,Kunitsyn I.,Kunitsyn I.,2,1.72,6-4 1-6 2-6
Countrywide Classic,24/07/2006,International,Outdoor,Hard,1st Round,3,Tursunov D.,Udomchoke D.,Tursunov D.,1.14,5,7-6 7-6
Countrywide Classic,24/07/2006,International,Outdoor,Hard,1st Round,3,Clement A.,Capdeville P.,Capdeville P.,1.53,2.37,4-6 6-3 4-6
Countrywide Classic,24/07/2006,International,Outdoor,Hard,1st Round,3,Gonzalez F.,Muller G.,Gonzalez F.,1.28,3.25,7-6 7-6
Countrywide Classic,25/07/2006,International,Outdoor,Hard,1st Round,3,Malisse X.,Agassi A.,Agassi A.,1.83,1.83,6-7 0-6
Countrywide Classic,25/07/2006,International,Outdoor,Hard,1st Round,3,Carlsen K.,Srichaphan P.,Carlsen K.,2.87,1.36,6-2 5-7 7-6
Countrywide Classic,25/07/2006,International,Outdoor,Hard,1st Round,3,Fleishman Z.,Hrbaty D.,Hrbaty D.,,,5-7 5-7
Countrywide Classic,25/07/2006,International,Outdoor,Hard,1st Round,3,Bastl G.,Mahut N.,Bastl G.,2.75,1.39,6-3 7-6
Countrywide Classic,25/07/2006,International,Outdoor,Hard,1st Round,3,Arthurs W.,Haas T.,Haas T.,3.5,1.25,4-6 4-6
Countrywide Classic,25/07/2006,International,Outdoor,Hard,1st Round,3,Burgsmuller L.,Yani M.,Burgsmuller L.,1.602,2.56,6-4 3-6 6-3
Countrywide Classic,25/07/2006,International,Outdoor,Hard,1st Round,3,Fish M.,Safin M.,Safin M.,2.25,1.57,4-6 5-7
Countrywide Classic,26/07/2006,International,Outdoor,Hard,1st Round,3,Querrey S.,Spadea V.,Querrey S.,2.37,1.53,7-5 6-4
Countrywide Classic,26/07/2006,International,Outdoor,Hard,1st Round,3,Becker B.,Oudsema S.,Oudsema S.,1.2986666666666666,3.68,5-7 3-6
Countrywide Classic,26/07/2006,International,Outdoor,Hard,1st Round,3,Goldstein P.,Hewitt L.,Goldstein P.,5.5,1.12,6-4 6-4
Countrywide Classic,26/07/2006,International,Outdoor,Hard,1st Round,3,Gimelstob J.,Ginepri R.,Ginepri R.,2.87,1.36,4-6 4-6
Countrywide Classic,27/07/2006,International,Outdoor,Hard,1st Round,3,Roddick A.,de Voest R.,Roddick A.,1.03,10,6-4 6-4
Countrywide Classic,26/07/2006,International,Outdoor,Hard,2nd Round,3,Safin M.,Gonzalez F.,Gonzalez F.,1.83,1.83,4-6 2-6
Countrywide Classic,26/07/2006,International,Outdoor,Hard,2nd Round,3,Haas T.,Capdeville P.,Haas T.,1.16,4.5,6-3 4-6 6-1
Countrywide Classic,26/07/2006,International,Outdoor,Hard,2nd Round,3,Kunitsyn I.,Goldstein P.,Goldstein P.,2.25,1.57,4-6 4-6
Countrywide Classic,27/07/2006,International,Outdoor,Hard,2nd Round,3,Agassi A.,Bastl G.,Agassi A.,1.12,5.5,6-7 6-2 6-1
Countrywide Classic,27/07/2006,International,Outdoor,Hard,2nd Round,3,Burgsmuller L.,Hrbaty D.,Hrbaty D.,4,1.22,5-7 4-6
Countrywide Classic,27/07/2006,International,Outdoor,Hard,2nd Round,3,Tursunov D.,Querrey S.,Tursunov D.,1.33,3.25,7-5 6-4
Countrywide Classic,28/07/2006,International,Outdoor,Hard,2nd Round,3,Carlsen K.,Ginepri R.,Ginepri R.,4,1.22,6-7 6-3 4-6
Countrywide Classic,28/07/2006,International,Outdoor,Hard,2nd Round,3,Roddick A.,Oudsema S.,Roddick A.,1.02,12,6-7 6-3 6-2
Countrywide Classic,28/07/2006,International,Outdoor,Hard,Quarterfinals,3,Agassi A.,Gonzalez F.,Gonzalez F.,2.2,1.61,4-6 6-3 5-7
Countrywide Classic,29/07/2006,International,Outdoor,Hard,Quarterfinals,3,Haas T.,Goldstein P.,Haas T.,1.25,3.75,6-3 6-4
Countrywide Classic,29/07/2006,International,Outdoor,Hard,Quarterfinals,3,Ginepri R.,Hrbaty D.,Hrbaty D.,1.44,2.62,6-7 2-6
Countrywide Classic,30/07/2006,International,Outdoor,Hard,Semifinals,3,Haas T.,Hrbaty D.,Haas T.,1.44,2.62,6-2 7-5
Countrywide Classic,30/07/2006,International,Outdoor,Hard,Semifinals,3,Gonzalez F.,Tursunov D.,Tursunov D.,1.5,2.5,4-6 2-6
Countrywide Classic,30/07/2006,International,Outdoor,Hard,The Final,3,Haas T.,Tursunov D.,Haas T.,1.53,2.37,4-6 7-5 6-3
Croatia Open,24/07/2006,International,Outdoor,Clay,1st Round,3,Benneteau J.,Dlouhy L.,Dlouhy L.,2,1.72,6-2 3-6 2-6
Croatia Open,24/07/2006,International,Outdoor,Clay,1st Round,3,Greul S.,di Mauro A.,Greul S.,1.39,2.75,7-5 7-6
Croatia Open,24/07/2006,International,Outdoor,Clay,1st Round,3,Korolev E.,Cilic M.,Cilic M.,1.5,2.5,7-6 4-6 3-6
Croatia Open,24/07/2006,International,Outdoor,Clay,1st Round,3,Vanek J.,Ventura S.,Vanek J.,1.33,3,7-5 6-4
Croatia Open,24/07/2006,International,Outdoor,Clay,1st Round,3,Cipolla F.,Hernych J.,Hernych J.,2.2,1.61,2-6 1-6
Croatia Open,24/07/2006,International,Outdoor,Clay,1st Round,3,Portas A.,Ferrero J.C.,Portas A.,5.5,1.12,7-6 6-7 7-5
Croatia Open,25/07/2006,International,Outdoor,Clay,1st Round,3,Coria G.,Vik R.,Vik R.,1.25,3.5,2-6 3-6
Croatia Open,25/07/2006,International,Outdoor,Clay,1st Round,3,Berlocq C.,Galvani S.,Berlocq C.,2.48,1.633,6-2 6-2
Croatia Open,25/07/2006,International,Outdoor,Clay,1st Round,3,Vicente F.,Ramirez-Hidalgo R.,Ramirez-Hidalgo R.,2.87,1.36,6-5 0-6 1-6
Croatia Open,25/07/2006,International,Outdoor,Clay,1st Round,3,Guzman J.P.,Garcia-Lopez G.,Guzman J.P.,2.62,1.44,4-6 6-3 6-3
Croatia Open,25/07/2006,International,Outdoor,Clay,1st Round,3,Sluiter R.,Del Potro J.M.,Del Potro J.M.,2.25,1.57,3-6 2-6
Croatia Open,25/07/2006,International,Outdoor,Clay,1st Round,3,Djokovic N.,Belic L.,Djokovic N.,1.03,10,6-3 6-3
Croatia Open,25/07/2006,International,Outdoor,Clay,1st Round,3,Martin A.,Wawrinka S.,Wawrinka S.,2.2,1.61,6-7 4-6
Croatia Open,25/07/2006,International,Outdoor,Clay,1st Round,3,Moya C.,Novak J.,Moya C.,1.44,2.62,6-4 6-7 7-6
Croatia Open,26/07/2006,International,Outdoor,Clay,2nd Round,3,Hernych J.,Portas A.,Portas A.,1.83,1.83,7-5 4-6 2-6
Croatia Open,26/07/2006,International,Outdoor,Clay,2nd Round,3,Wawrinka S.,Cilic M.,Wawrinka S.,1.5,2.5,6-4 2-6 6-4
Croatia Open,26/07/2006,International,Outdoor,Clay,2nd Round,3,Vik R.,Del Potro J.M.,Del Potro J.M.,2.25,1.57,6-2 4-6 3-6
Croatia Open,26/07/2006,International,Outdoor,Clay,2nd Round,3,Volandri F.,Ramirez-Hidalgo R.,Volandri F.,1.8,1.9,4-6 7-6 7-6
Croatia Open,27/07/2006,International,Outdoor,Clay,2nd Round,3,Berlocq C.,Guzman J.P.,Guzman J.P.,2,1.72,6-3 3-6 2-6
Croatia Open,27/07/2006,International,Outdoor,Clay,2nd Round,3,Vanek J.,Dlouhy L.,Vanek J.,2.37,1.53,7-6 6-4
Croatia Open,27/07/2006,International,Outdoor,Clay,2nd Round,3,Ianni S.,Djokovic N.,Djokovic N.,12,1.02,3-6 4-6
Croatia Open,27/07/2006,International,Outdoor,Clay,2nd Round,3,Moya C.,Greul S.,Moya C.,1.33,3.25,6-2 6-1
Croatia Open,28/07/2006,International,Outdoor,Clay,Quarterfinals,3,Portas A.,Volandri F.,Volandri F.,2.75,1.39,6-7 4-6
Croatia Open,28/07/2006,International,Outdoor,Clay,Quarterfinals,3,Wawrinka S.,Del Potro J.M.,Wawrinka S.,1.39,2.75,6-1 2-6 6-4
Croatia Open,28/07/2006,International,Outdoor,Clay,Quarterfinals,3,Guzman J.P.,Moya C.,Moya C.,6.5,1.1,1-6 4-6
Croatia Open,29/07/2006,International,Outdoor,Clay,Quarterfinals,3,Djokovic N.,Vanek J.,Djokovic N.,1.1,6.5,6-1 3-6 7-5
Croatia Open,29/07/2006,International,Outdoor,Clay,Semifinals,3,Volandri F.,Wawrinka S.,Wawrinka S.,1.72,2,5-7 6-2 4-6
Croatia Open,29/07/2006,International,Outdoor,Clay,Semifinals,3,Djokovic N.,Moya C.,Djokovic N.,1.66,2.1,6-1 7-5
Idea Prokom Open,31/07/2006,International,Outdoor,Clay,1st Round,3,Rochus C.,Davydenko N.,Davydenko N.,6,1.1,1-6 2-6
Idea Prokom Open,31/07/2006,International,Outdoor,Clay,1st Round,3,Dlouhy L.,Ramirez-Hidalgo R.,Dlouhy L.,1.83,1.83,6-4 6-2
Idea Prokom Open,1/08/2006,International,Outdoor,Clay,1st Round,3,Pashanski B.,Gaudio G.,Gaudio G.,6.5,1.08,1-6 7-6 4-6
Idea Prokom Open,1/08/2006,International,Outdoor,Clay,1st Round,3,Monaco J.,Melzer J.,Monaco J.,1.57,2.25,2-6 7-6 6-4
Idea Prokom Open,1/08/2006,International,Outdoor,Clay,1st Round,3,di Mauro A.,Vanek J.,Vanek J.,2.87,1.36,6-7 0-6
Idea Prokom Open,1/08/2006,International,Outdoor,Clay,1st Round,3,Volandri F.,Gimeno-Traver D.,Volandri F.,1.19,4,6-4 6-1
Idea Prokom Open,1/08/2006,International,Outdoor,Clay,1st Round,3,Kohlschreiber P.,Berlocq C.,Berlocq C.,1.25,3.5,0-6 2-6
Idea Prokom Open,1/08/2006,International,Outdoor,Clay,1st Round,3,Robredo T.,Minar I.,Robredo T.,1.08,6.5,7-6 3-6 6-4
Idea Prokom Open,1/08/2006,International,Outdoor,Clay,1st Round,3,Zabaleta M.,Garcia-Lopez G.,Garcia-Lopez G.,1.5,2.5,6-7 5-7
Idea Prokom Open,1/08/2006,International,Outdoor,Clay,1st Round,3,Sluiter R.,Panfil G.,Sluiter R.,1.28,3.25,6-1 6-3
Idea Prokom Open,1/08/2006,International,Outdoor,Clay,1st Round,3,Waske A.,Marach O.,Marach O.,2.25,1.57,4-6 6-7
Idea Prokom Open,1/08/2006,International,Outdoor,Clay,1st Round,3,Chela J.I.,Garcia A.,Chela J.I.,1.28,3.25,6-3 6-2
Idea Prokom Open,1/08/2006,International,Outdoor,Clay,1st Round,3,Armando H.,Calleri A.,Calleri A.,4,1.19,4-6 6-2 6-7
Idea Prokom Open,1/08/2006,International,Outdoor,Clay,1st Round,3,Mayer F.,Kubot L.,Mayer F.,1.19,4,6-1 6-2
Idea Prokom Open,2/08/2006,International,Outdoor,Clay,2nd Round,3,Gaudio G.,Marach O.,Marach O.,1.22,4,7-5 4-6 6-7
Idea Prokom Open,2/08/2006,International,Outdoor,Clay,2nd Round,3,Berlocq C.,Dlouhy L.,Berlocq C.,2.5,1.5,5-7 7-5 6-0
Idea Prokom Open,2/08/2006,International,Outdoor,Clay,2nd Round,3,Garcia-Lopez G.,Volandri F.,Volandri F.,2.62,1.44,3-6 6-3 4-6
Idea Prokom Open,3/08/2006,International,Outdoor,Clay,2nd Round,3,Calleri A.,Sluiter R.,Calleri A.,1.19,4.33,6-4 6-4
Idea Prokom Open,3/08/2006,International,Outdoor,Clay,2nd Round,3,Vassallo-Arguello M.,Chela J.I.,Chela J.I.,2.75,1.39,2-6 1-6
Idea Prokom Open,3/08/2006,International,Outdoor,Clay,2nd Round,3,Davydenko N.,Monaco J.,Davydenko N.,1.25,3.75,7-5 6-7 6-1
Idea Prokom Open,3/08/2006,International,Outdoor,Clay,2nd Round,3,Robredo T.,Mayer F.,Mayer F.,1.33,3.25,2-6 4-6
Idea Prokom Open,3/08/2006,International,Outdoor,Clay,2nd Round,3,Przysiezny M.,Vanek J.,Przysiezny M.,3.75,1.25,6-3 6-1
Idea Prokom Open,4/08/2006,International,Outdoor,Clay,Quarterfinals,3,Berlocq C.,Davydenko N.,Davydenko N.,7,1.08,0-6 4-6
Idea Prokom Open,4/08/2006,International,Outdoor,Clay,Quarterfinals,3,Volandri F.,Marach O.,Volandri F.,1.39,2.75,6-2 6-3
Idea Prokom Open,4/08/2006,International,Outdoor,Clay,Quarterfinals,3,Przysiezny M.,Calleri A.,Calleri A.,5.5,1.12,4-6 2-6
Idea Prokom Open,4/08/2006,International,Outdoor,Clay,Quarterfinals,3,Mayer F.,Chela J.I.,Mayer F.,2,1.72,6-4 6-0
Idea Prokom Open,5/08/2006,International,Outdoor,Clay,Semifinals,3,Volandri F.,Davydenko N.,Davydenko N.,3.25,1.33,2-6 4-6
Idea Prokom Open,6/08/2006,International,Outdoor,Clay,The Final,3,Davydenko N.,Mayer F.,Davydenko N.,1.3,3.39,7-6 5-7 6-4
Legg Mason Classic,31/07/2006,International Gold,Outdoor,Hard,1st Round,3,Querrey S.,Moodie W.,Moodie W.,1.5,2.5,6-2 6-7 6-7
Legg Mason Classic,31/07/2006,International Gold,Outdoor,Hard,1st Round,3,Carlsen K.,Udomchoke D.,Carlsen K.,1.61,2.2,6-1 6-2
Legg Mason Classic,31/07/2006,International Gold,Outdoor,Hard,1st Round,3,Oudsema S.,Kim K.,Kim K.,2.5,1.5,1-6 3-6
Legg Mason Classic,31/07/2006,International Gold,Outdoor,Hard,1st Round,3,Gremelmayr D.,Whitehouse W.,Gremelmayr D.,2.37,1.53,6-2 6-2
Legg Mason Classic,1/08/2006,International Gold,Outdoor,Hard,1st Round,3,Reynolds B.,King P.,King P.,1.44,2.62,6-7 6-3 3-6
