Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Odd_1,Odd_2,Score
Legg Mason Classic,1/08/2006,International Gold,Outdoor,Hard,1st Round,3,Sweeting R.,Gimelstob J.,Sweeting R.,4,1.2,7-6 6-2
Legg Mason Classic,1/08/2006,International Gold,Outdoor,Hard,1st Round,3,Kunitsyn I.,Safin M.,Safin M.,3.5,1.25,3-6 6-7
Legg Mason Classic,1/08/2006,International Gold,Outdoor,Hard,1st Round,3,Stoppini A.,Goldstein P.,Stoppini A.,3.5,1.25,6-3 6-2
Legg Mason Classic,1/08/2006,International Gold,Outdoor,Hard,1st Round,3,Luczak P.,Delgado R.,Delgado R.,2,1.72,4-6 4-6
Legg Mason Classic,1/08/2006,International Gold,Outdoor,Hard,1st Round,3,Gabashvili T.,Faurel J.C.,Gabashvili T.,1.8,1.9,6-3 6-3
Legg Mason Classic,1/08/2006,International Gold,Outdoor,Hard,1st Round,3,Lisnard J.R.,Zib T.,Zib T.,2.25,1.57,5-7 4-6
Legg Mason Classic,1/08/2006,International Gold,Outdoor,Hard,1st Round,3,Massa E.,Dev Varman S.,Massa E.,1.25,3.5,6-4 6-0
Legg Mason Classic,2/08/2006,International Gold,Outdoor,Hard,1st Round,3,Dancevic F.,Lee H.T.,Lee H.T.,2.37,1.53,6-2 3-6 2-6
Legg Mason Classic,1/08/2006,International Gold,Outdoor,Hard,2nd Round,3,Carlsen K.,Srichaphan P.,Carlsen K.,2.1,1.66,4-6 7-6 6-3
Legg Mason Classic,1/08/2006,International Gold,Outdoor,Hard,2nd Round,3,King P.,Henman T.,Henman T.,7,1.08,7-6 3-6 5-7
Legg Mason Classic,2/08/2006,International Gold,Outdoor,Hard,2nd Round,3,Safin M.,Mahut N.,Safin M.,1.3,3.39,6-3 5-7 6-4
Legg Mason Classic,2/08/2006,International Gold,Outdoor,Hard,2nd Round,3,Agassi A.,Stoppini A.,Stoppini A.,1.07,7.5,4-6 3-6
Legg Mason Classic,2/08/2006,International Gold,Outdoor,Hard,2nd Round,3,Moodie W.,Grosjean S.,Moodie W.,3.25,1.33,6-4 3-6 6-3
Legg Mason Classic,2/08/2006,International Gold,Outdoor,Hard,2nd Round,3,Sweeting R.,Clement A.,Clement A.,3.5,1.28,2-6 1-6
Legg Mason Classic,2/08/2006,International Gold,Outdoor,Hard,2nd Round,3,Blake J.,Kim K.,Blake J.,1.08,7,7-5 3-6 6-2
Legg Mason Classic,2/08/2006,International Gold,Outdoor,Hard,2nd Round,3,Delgado R.,Murray A.,Murray A.,3.5,1.28,4-6 3-6
Legg Mason Classic,2/08/2006,International Gold,Outdoor,Hard,2nd Round,3,Gremelmayr D.,Phau B.,Gremelmayr D.,1.66,2.1,6-4 6-3
Legg Mason Classic,2/08/2006,International Gold,Outdoor,Hard,2nd Round,3,Zib T.,Fish M.,Fish M.,4.33,1.19,4-6 4-6
Legg Mason Classic,2/08/2006,International Gold,Outdoor,Hard,2nd Round,3,Gambill J.M.,Tipsarevic J.,Gambill J.M.,3,1.36,2-6 6-3 6-0
Legg Mason Classic,3/08/2006,International Gold,Outdoor,Hard,2nd Round,3,Spadea V.,Hewitt L.,Hewitt L.,4.33,1.19,7-6 6-7 4-6
Legg Mason Classic,3/08/2006,International Gold,Outdoor,Hard,2nd Round,3,Hrbaty D.,Muller G.,Hrbaty D.,1.57,2.25,4-6 6-4 6-3
Legg Mason Classic,3/08/2006,International Gold,Outdoor,Hard,2nd Round,3,Gabashvili T.,Lopez F.,Lopez F.,2.75,1.39,4-6 4-6
Legg Mason Classic,3/08/2006,International Gold,Outdoor,Hard,2nd Round,3,Lee H.T.,Benneteau J.,Lee H.T.,1.61,2.2,6-3 6-4
Legg Mason Classic,3/08/2006,International Gold,Outdoor,Hard,3rd Round,3,Hrbaty D.,Clement A.,Clement A.,1.44,2.62,3-6 2-6
Legg Mason Classic,3/08/2006,International Gold,Outdoor,Hard,3rd Round,3,Fish M.,Stoppini A.,Fish M.,1.25,3.75,6-3 6-1
Legg Mason Classic,3/08/2006,International Gold,Outdoor,Hard,3rd Round,3,Gremelmayr D.,Hewitt L.,Hewitt L.,5.5,1.12,1-6 4-6
Legg Mason Classic,4/08/2006,International Gold,Outdoor,Hard,3rd Round,3,Moodie W.,Carlsen K.,Moodie W.,2,1.72,6-3 6-7 7-6
Legg Mason Classic,4/08/2006,International Gold,Outdoor,Hard,3rd Round,3,Lopez F.,Murray A.,Murray A.,2.37,1.53,5-7 2-6
Legg Mason Classic,4/08/2006,International Gold,Outdoor,Hard,3rd Round,3,Safin M.,Blake J.,Safin M.,2.62,1.44,7-6 7-6
Legg Mason Classic,4/08/2006,International Gold,Outdoor,Hard,3rd Round,3,Gambill J.M.,Henman T.,Henman T.,3.75,1.25,1-6 3-6
Legg Mason Classic,4/08/2006,International Gold,Outdoor,Hard,3rd Round,3,Tursunov D.,Lee H.T.,Tursunov D.,1.5,2.5,6-7 7-5 6-3
Legg Mason Classic,4/08/2006,International Gold,Outdoor,Hard,Quarterfinals,3,Hewitt L.,Clement A.,Clement A.,1.16,4.5,6-7 4-6
Legg Mason Classic,4/08/2006,International Gold,Outdoor,Hard,Quarterfinals,3,Murray A.,Fish M.,Murray A.,1.57,2.25,6-2 6-4
Legg Mason Classic,5/08/2006,International Gold,Outdoor,Hard,Quarterfinals,3,Moodie W.,Safin M.,Safin M.,4.33,1.19,6-7 6-7
Legg Mason Classic,5/08/2006,International Gold,Outdoor,Hard,Quarterfinals,3,Tursunov D.,Henman T.,Tursunov D.,1.61,2.2,6-3 6-2
Legg Mason Classic,5/08/2006,International Gold,Outdoor,Hard,Semifinals,3,Safin M.,Clement A.,Clement A.,1.33,3.25,6-7 6-7
Legg Mason Classic,6/08/2006,International Gold,Outdoor,Hard,Semifinals,3,Murray A.,Tursunov D.,Murray A.,1.8,1.9,6-2 7-5
Legg Mason Classic,6/08/2006,International Gold,Outdoor,Hard,The Final,3,Murray A.,Clement A.,Clement A.,1.39,2.75,6-7 2-6
Rogers Masters,7/08/2006,Masters,Outdoor,Hard,1st Round,3,Ljubicic I.,Almagro N.,Ljubicic I.,1.07,7.5,7-5 6-1
Rogers Masters,7/08/2006,Masters,Outdoor,Hard,1st Round,3,Polansky P.,Dancevic F.,Dancevic F.,5.5,1.12,6-7 3-6
Rogers Masters,7/08/2006,Masters,Outdoor,Hard,1st Round,3,Acasuso J.,Phau B.,Acasuso J.,1.44,2.62,7-5 7-6
Rogers Masters,7/08/2006,Masters,Outdoor,Hard,1st Round,3,Soderling R.,Gonzalez F.,Gonzalez F.,2.1,1.66,3-6 6-4 2-6
Rogers Masters,7/08/2006,Masters,Outdoor,Hard,1st Round,3,Johansson T.,Lopez F.,Johansson T.,2.2,1.61,5-7 6-4 6-3
Rogers Masters,7/08/2006,Masters,Outdoor,Hard,1st Round,3,Santoro F.,Gasquet R.,Gasquet R.,2.75,1.39,4-6 3-6
Rogers Masters,7/08/2006,Masters,Outdoor,Hard,1st Round,3,Youzhny M.,Rusedski G.,Youzhny M.,1.53,2.37,6-4 6-2
Rogers Masters,7/08/2006,Masters,Outdoor,Hard,1st Round,3,Nalbandian D.,Sanguinetti D.,Sanguinetti D.,1.11,6,1-6 2-6
Rogers Masters,7/08/2006,Masters,Outdoor,Hard,1st Round,3,Henman T.,Bjorkman J.,Henman T.,1.39,2.75,6-2 6-3
Rogers Masters,7/08/2006,Masters,Outdoor,Hard,1st Round,3,Kendrick R.,Hrbaty D.,Hrbaty D.,2.62,1.44,4-6 4-6
Rogers Masters,7/08/2006,Masters,Outdoor,Hard,1st Round,3,Grosjean S.,Serra F.,Grosjean S.,1.44,2.62,6-3 6-2
Rogers Masters,7/08/2006,Masters,Outdoor,Hard,1st Round,3,Gaudio G.,Moya C.,Moya C.,2.5,1.5,1-6 4-6
Rogers Masters,8/08/2006,Masters,Outdoor,Hard,1st Round,3,Srichaphan P.,Simon G.,Srichaphan P.,1.5,2.5,6-4 6-2
Rogers Masters,8/08/2006,Masters,Outdoor,Hard,1st Round,3,Bester P.,Blake J.,Blake J.,11,1.02,4-6 1-6
Rogers Masters,8/08/2006,Masters,Outdoor,Hard,1st Round,3,Benneteau J.,Baghdatis M.,Benneteau J.,4.33,1.19,5-7 6-2 6-3
Rogers Masters,8/08/2006,Masters,Outdoor,Hard,1st Round,3,Mirnyi M.,Haas T.,Haas T.,3.75,1.25,3-6 3-6
Rogers Masters,8/08/2006,Masters,Outdoor,Hard,1st Round,3,Ferrero J.C.,Goldstein P.,Ferrero J.C.,1.5,2.5,7-5 6-2
Rogers Masters,8/08/2006,Masters,Outdoor,Hard,1st Round,3,Mahut N.,Hernych J.,Hernych J.,1.83,1.83,3-6 3-6
Rogers Masters,8/08/2006,Masters,Outdoor,Hard,1st Round,3,Gremelmayr D.,Vliegen K.,Gremelmayr D.,,,7-6 6-2
Rogers Masters,8/08/2006,Masters,Outdoor,Hard,1st Round,3,Davydenko N.,Malisse X.,Malisse X.,2,1.72,3-6 5-7
Rogers Masters,8/08/2006,Masters,Outdoor,Hard,1st Round,3,Lee H.T.,Falla A.,Lee H.T.,1.44,2.62,6-0 6-7 6-1
Rogers Masters,8/08/2006,Masters,Outdoor,Hard,1st Round,3,Ginepri R.,Kim K.,Kim K.,1.28,3.5,6-3 5-7 3-6
Rogers Masters,8/08/2006,Masters,Outdoor,Hard,1st Round,3,Nadal R.,Massu N.,Nadal R.,1.04,10,6-3 6-2
Rogers Masters,8/08/2006,Masters,Outdoor,Hard,1st Round,3,Bracciali D.,Tursunov D.,Tursunov D.,3.5,1.28,6-4 1-6 4-6
Rogers Masters,8/08/2006,Masters,Outdoor,Hard,1st Round,3,Verdasco F.,Ram R.,Verdasco F.,1.19,4.33,3-6 6-1 6-4
Rogers Masters,8/08/2006,Masters,Outdoor,Hard,1st Round,3,Safin M.,Robredo T.,Robredo T.,1.44,2.62,5-7 7-5 2-6
Rogers Masters,8/08/2006,Masters,Outdoor,Hard,1st Round,3,Nieminen J.,Gabashvili T.,Nieminen J.,1.28,3.5,6-4 7-5
Rogers Masters,8/08/2006,Masters,Outdoor,Hard,1st Round,3,Martin A.,Clement A.,Clement A.,3.5,1.28,2-6 1-6
Rogers Masters,9/08/2006,Masters,Outdoor,Hard,1st Round,3,Murray A.,Ferrer D.,Murray A.,1.8,1.9,6-2 7-6
Rogers Masters,9/08/2006,Masters,Outdoor,Hard,1st Round,3,Mathieu P.H.,Federer R.,Federer R.,12,1.02,3-6 4-6
Rogers Masters,9/08/2006,Masters,Outdoor,Hard,1st Round,3,Hewitt L.,Chela J.I.,Hewitt L.,1.33,3.25,3-6 6-2 7-5
Rogers Masters,9/08/2006,Masters,Outdoor,Hard,2nd Round,3,Ferrero J.C.,Gonzalez F.,Gonzalez F.,3.25,1.33,2-6 1-6
Rogers Masters,9/08/2006,Masters,Outdoor,Hard,2nd Round,3,Malisse X.,Srichaphan P.,Malisse X.,1.53,2.37,7-6 6-3
Rogers Masters,9/08/2006,Masters,Outdoor,Hard,2nd Round,3,Gremelmayr D.,Moya C.,Moya C.,3.39,1.3,1-6 4-6
Rogers Masters,9/08/2006,Masters,Outdoor,Hard,2nd Round,3,Benneteau J.,Hrbaty D.,Benneteau J.,2.75,1.39,7-6 5-7 6-1
Rogers Masters,9/08/2006,Masters,Outdoor,Hard,2nd Round,3,Robredo T.,Acasuso J.,Acasuso J.,1.39,2.75,6-2 3-6 4-6
Rogers Masters,9/08/2006,Masters,Outdoor,Hard,2nd Round,3,Berdych T.,Youzhny M.,Berdych T.,1.36,3,7-6 6-4
Rogers Masters,9/08/2006,Masters,Outdoor,Hard,2nd Round,3,Blake J.,Gasquet R.,Gasquet R.,1.39,2.75,4-6 3-6
Rogers Masters,9/08/2006,Masters,Outdoor,Hard,2nd Round,3,Ljubicic I.,Clement A.,Ljubicic I.,1.36,3,7-6 6-4
Rogers Masters,9/08/2006,Masters,Outdoor,Hard,2nd Round,3,Grosjean S.,Federer R.,Federer R.,15,1.01,3-6 3-6
Rogers Masters,9/08/2006,Masters,Outdoor,Hard,2nd Round,3,Murray A.,Henman T.,Murray A.,1.44,2.62,6-2 7-6
Rogers Masters,9/08/2006,Masters,Outdoor,Hard,2nd Round,3,Hernych J.,Sanguinetti D.,Sanguinetti D.,2,1.72,4-6 6-7
Rogers Masters,9/08/2006,Masters,Outdoor,Hard,2nd Round,3,Verdasco F.,Kim K.,Verdasco F.,1.39,2.75,6-3 6-2
Rogers Masters,9/08/2006,Masters,Outdoor,Hard,2nd Round,3,Haas T.,Tursunov D.,Tursunov D.,1.39,2.75,5-7 6-2 1-6
Rogers Masters,10/08/2006,Masters,Outdoor,Hard,2nd Round,3,Nadal R.,Lee H.T.,Nadal R.,1.02,13,6-4 6-3
Rogers Masters,10/08/2006,Masters,Outdoor,Hard,2nd Round,3,Dancevic F.,Nieminen J.,Nieminen J.,4.33,1.19,2-6 3-6
Rogers Masters,10/08/2006,Masters,Outdoor,Hard,3rd Round,3,Gonzalez F.,Ljubicic I.,Gonzalez F.,2.5,1.5,6-4 6-7 7-6
Rogers Masters,10/08/2006,Masters,Outdoor,Hard,3rd Round,3,Benneteau J.,Acasuso J.,Acasuso J.,2.2,1.61,3-6 6-7
Rogers Masters,10/08/2006,Masters,Outdoor,Hard,3rd Round,3,Gasquet R.,Verdasco F.,Gasquet R.,1.36,3,6-0 4-6 6-2
Rogers Masters,10/08/2006,Masters,Outdoor,Hard,3rd Round,3,Moya C.,Murray A.,Murray A.,2.62,1.44,2-6 4-6
Rogers Masters,10/08/2006,Masters,Outdoor,Hard,3rd Round,3,Malisse X.,Johansson T.,Malisse X.,1.61,2.2,7-6 6-3
Rogers Masters,10/08/2006,Masters,Outdoor,Hard,3rd Round,3,Nadal R.,Berdych T.,Berdych T.,1.12,6,1-6 6-3 2-6
Rogers Masters,10/08/2006,Masters,Outdoor,Hard,3rd Round,3,Nieminen J.,Sanguinetti D.,Nieminen J.,1.25,3.75,3-6 6-3 7-6
Rogers Masters,11/08/2006,Masters,Outdoor,Hard,3rd Round,3,Tursunov D.,Federer R.,Federer R.,12,1.02,3-6 7-5 0-6
Rogers Masters,11/08/2006,Masters,Outdoor,Hard,Quarterfinals,3,Gasquet R.,Berdych T.,Gasquet R.,2.1,1.66,6-4 6-1
Rogers Masters,11/08/2006,Masters,Outdoor,Hard,Quarterfinals,3,Nieminen J.,Murray A.,Murray A.,2.87,1.38,4-6 7-6 3-6
Rogers Masters,12/08/2006,Masters,Outdoor,Hard,Quarterfinals,3,Federer R.,Malisse X.,Federer R.,1.02,12,7-6 6-7 6-3
Rogers Masters,12/08/2006,Masters,Outdoor,Hard,Quarterfinals,3,Acasuso J.,Gonzalez F.,Gonzalez F.,3.5,1.28,1-6 5-7
Rogers Masters,12/08/2006,Masters,Outdoor,Hard,Semifinals,3,Gasquet R.,Murray A.,Gasquet R.,1.44,2.62,6-2 7-5
Rogers Masters,13/08/2006,Masters,Outdoor,Hard,Semifinals,3,Gonzalez F.,Federer R.,Federer R.,10,1.04,1-6 7-5 3-6
Rogers Masters,13/08/2006,Masters,Outdoor,Hard,The Final,3,Federer R.,Gasquet R.,Federer R.,1.1,6.5,2-6 6-3 6-2
Western & Southern Financial Group Masters,14/08/2006,Masters,Outdoor,Hard,1st Round,3,Johansson T.,Baghdatis M.,Baghdatis M.,2.25,1.57,6-7 6-7
Western & Southern Financial Group Masters,14/08/2006,Masters,Outdoor,Hard,1st Round,3,Serra F.,Benneteau J.,Serra F.,2.2,1.61,6-3 6-3
Western & Southern Financial Group Masters,14/08/2006,Masters,Outdoor,Hard,1st Round,3,Davydenko N.,Chela J.I.,Chela J.I.,1.5,2.5,4-6 6-2 2-6
Western & Southern Financial Group Masters,14/08/2006,Masters,Outdoor,Hard,1st Round,3,Almagro N.,Martin A.,Almagro N.,1.57,2.25,6-3 6-3
Western & Southern Financial Group Masters,14/08/2006,Masters,Outdoor,Hard,1st Round,3,Gicquel M.,Vliegen K.,Vliegen K.,2.2,1.61,6-7 6-7
Western & Southern Financial Group Masters,14/08/2006,Masters,Outdoor,Hard,1st Round,3,Nalbandian D.,de Voest R.,Nalbandian D.,1.12,5.5,6-0 6-4
Western & Southern Financial Group Masters,14/08/2006,Masters,Outdoor,Hard,1st Round,3,Grosjean S.,Tursunov D.,Tursunov D.,2.37,1.53,6-4 4-6 3-6
Western & Southern Financial Group Masters,14/08/2006,Masters,Outdoor,Hard,1st Round,3,Lee H.T.,Clement A.,Lee H.T.,2.37,1.53,6-4 6-4
Western & Southern Financial Group Masters,14/08/2006,Masters,Outdoor,Hard,1st Round,3,Mathieu P.H.,Ginepri R.,Ginepri R.,2.1,1.66,6-1 3-6 4-6
Western & Southern Financial Group Masters,14/08/2006,Masters,Outdoor,Hard,1st Round,3,Hrbaty D.,Goldstein P.,Hrbaty D.,1.36,3,6-4 6-3
Western & Southern Financial Group Masters,14/08/2006,Masters,Outdoor,Hard,1st Round,3,Vik R.,Sanguinetti D.,Sanguinetti D.,2.5,1.5,3-6 7-6 3-6
Western & Southern Financial Group Masters,15/08/2006,Masters,Outdoor,Hard,1st Round,3,Fish M.,Mahut N.,Fish M.,1.39,2.75,6-1 6-3
Western & Southern Financial Group Masters,15/08/2006,Masters,Outdoor,Hard,1st Round,3,Santoro F.,Blake J.,Blake J.,4.5,1.16,4-6 4-6
Western & Southern Financial Group Masters,15/08/2006,Masters,Outdoor,Hard,1st Round,3,Spadea V.,Seppi A.,Spadea V.,1.57,2.25,6-4 6-3
Western & Southern Financial Group Masters,15/08/2006,Masters,Outdoor,Hard,1st Round,3,Moya C.,Ferrer D.,Ferrer D.,2,1.72,3-6 1-6
Western & Southern Financial Group Masters,15/08/2006,Masters,Outdoor,Hard,1st Round,3,Murray A.,Henman T.,Murray A.,1.3,3.39,4-6 6-4 7-5
Western & Southern Financial Group Masters,15/08/2006,Masters,Outdoor,Hard,1st Round,3,Verdasco F.,Haas T.,Haas T.,3,1.36,3-6 4-6
Western & Southern Financial Group Masters,15/08/2006,Masters,Outdoor,Hard,1st Round,3,Mirnyi M.,Malisse X.,Mirnyi M.,3.5,1.28,7-5 4-6 6-3
Western & Southern Financial Group Masters,15/08/2006,Masters,Outdoor,Hard,1st Round,3,Dlouhy L.,Simon G.,Simon G.,2.5,1.5,4-6 4-6
Western & Southern Financial Group Masters,15/08/2006,Masters,Outdoor,Hard,1st Round,3,Monfils G.,Safin M.,Monfils G.,3.25,1.33,6-4 7-5
Western & Southern Financial Group Masters,15/08/2006,Masters,Outdoor,Hard,1st Round,3,Phau B.,Youzhny M.,Youzhny M.,3.25,1.33,2-6 3-6
Western & Southern Financial Group Masters,15/08/2006,Masters,Outdoor,Hard,1st Round,3,Soderling R.,Berdych T.,Soderling R.,2.75,1.39,6-4 6-3
Western & Southern Financial Group Masters,15/08/2006,Masters,Outdoor,Hard,1st Round,3,Lopez F.,Gimelstob J.,Gimelstob J.,1.57,2.25,3-6 6-7
Western & Southern Financial Group Masters,15/08/2006,Masters,Outdoor,Hard,1st Round,3,Nadal R.,Querrey S.,Nadal R.,1.02,12,6-7 6-2 6-3
Western & Southern Financial Group Masters,15/08/2006,Masters,Outdoor,Hard,1st Round,3,Rusedski G.,Ljubicic I.,Ljubicic I.,7,1.08,3-6 4-6
Western & Southern Financial Group Masters,15/08/2006,Masters,Outdoor,Hard,1st Round,3,Djokovic N.,Nieminen J.,Djokovic N.,1.72,2,7-6 6-4
Western & Southern Financial Group Masters,15/08/2006,Masters,Outdoor,Hard,1st Round,3,Gasquet R.,Robredo T.,Robredo T.,1.44,2.62,5-7 5-7
Western & Southern Financial Group Masters,15/08/2006,Masters,Outdoor,Hard,1st Round,3,Roddick A.,Bracciali D.,Roddick A.,1.14,5,6-7 7-6 7-6
Western & Southern Financial Group Masters,15/08/2006,Masters,Outdoor,Hard,1st Round,3,Acasuso J.,Wawrinka S.,Wawrinka S.,1.66,2.1,7-5 4-6 1-6
Western & Southern Financial Group Masters,16/08/2006,Masters,Outdoor,Hard,1st Round,3,Federer R.,Srichaphan P.,Federer R.,1.01,15,7-5 6-4
Western & Southern Financial Group Masters,16/08/2006,Masters,Outdoor,Hard,1st Round,3,Massu N.,Gonzalez F.,Gonzalez F.,3.75,1.25,4-6 4-6
Western & Southern Financial Group Masters,16/08/2006,Masters,Outdoor,Hard,2nd Round,3,Nadal R.,Lee H.T.,Nadal R.,1.01,12,6-4 6-3
Western & Southern Financial Group Masters,16/08/2006,Masters,Outdoor,Hard,2nd Round,3,Monfils G.,Baghdatis M.,Baghdatis M.,2.25,1.57,6-7 6-2 1-6
Western & Southern Financial Group Masters,16/08/2006,Masters,Outdoor,Hard,2nd Round,3,Haas T.,Simon G.,Haas T.,1.16,4.5,6-3 4-6 6-4
Western & Southern Financial Group Masters,16/08/2006,Masters,Outdoor,Hard,2nd Round,3,Spadea V.,Chela J.I.,Chela J.I.,2.2,1.61,7-6 5-7 2-6
Western & Southern Financial Group Masters,16/08/2006,Masters,Outdoor,Hard,2nd Round,3,Ferrero J.C.,Blake J.,Ferrero J.C.,4.5,1.16,6-2 6-4
Western & Southern Financial Group Masters,16/08/2006,Masters,Outdoor,Hard,2nd Round,3,Gimelstob J.,Soderling R.,Soderling R.,3,1.36,3-6 6-2 6-7
Western & Southern Financial Group Masters,16/08/2006,Masters,Outdoor,Hard,2nd Round,3,Ljubicic I.,Youzhny M.,Ljubicic I.,1.16,4.5,6-4 7-6
Western & Southern Financial Group Masters,16/08/2006,Masters,Outdoor,Hard,2nd Round,3,Federer R.,Murray A.,Murray A.,1.04,9,5-7 4-6
Western & Southern Financial Group Masters,16/08/2006,Masters,Outdoor,Hard,2nd Round,3,Gonzalez F.,Fish M.,Gonzalez F.,1.39,2.75,7-5 7-5
Western & Southern Financial Group Masters,16/08/2006,Masters,Outdoor,Hard,2nd Round,3,Sanguinetti D.,Hrbaty D.,Hrbaty D.,2.75,1.4,3-6 2-6
Western & Southern Financial Group Masters,16/08/2006,Masters,Outdoor,Hard,2nd Round,3,Serra F.,Djokovic N.,Serra F.,3.5,1.28,6-4 6-4
Western & Southern Financial Group Masters,16/08/2006,Masters,Outdoor,Hard,2nd Round,3,Nalbandian D.,Wawrinka S.,Wawrinka S.,1.25,3.75,4-6 2-6
Western & Southern Financial Group Masters,16/08/2006,Masters,Outdoor,Hard,2nd Round,3,Robredo T.,Mirnyi M.,Robredo T.,1.57,2.25,6-4 6-4
Western & Southern Financial Group Masters,16/08/2006,Masters,Outdoor,Hard,2nd Round,3,Almagro N.,Ferrer D.,Ferrer D.,3,1.36,6-4 6-7 0-6
Western & Southern Financial Group Masters,17/08/2006,Masters,Outdoor,Hard,2nd Round,3,Ginepri R.,Tursunov D.,Ginepri R.,2.5,1.5,6-3 6-4
Western & Southern Financial Group Masters,17/08/2006,Masters,Outdoor,Hard,2nd Round,3,Vliegen K.,Roddick A.,Roddick A.,4,1.22,2-6 4-6
Western & Southern Financial Group Masters,17/08/2006,Masters,Outdoor,Hard,3rd Round,3,Ljubicic I.,Hrbaty D.,Ljubicic I.,1.25,3.75,7-5 6-4
Western & Southern Financial Group Masters,17/08/2006,Masters,Outdoor,Hard,3rd Round,3,Soderling R.,Ferrero J.C.,Ferrero J.C.,1.66,2.1,5-7 4-6
Western & Southern Financial Group Masters,17/08/2006,Masters,Outdoor,Hard,3rd Round,3,Nadal R.,Haas T.,Nadal R.,1.3,3.39,7-6 6-3
Western & Southern Financial Group Masters,17/08/2006,Masters,Outdoor,Hard,3rd Round,3,Wawrinka S.,Gonzalez F.,Gonzalez F.,3.25,1.33,6-7 5-7
Western & Southern Financial Group Masters,17/08/2006,Masters,Outdoor,Hard,3rd Round,3,Murray A.,Ginepri R.,Murray A.,1.53,2.37,7-6 2-6 6-4
Western & Southern Financial Group Masters,17/08/2006,Masters,Outdoor,Hard,3rd Round,3,Serra F.,Robredo T.,Robredo T.,2.75,1.39,3-6 1-6
Western & Southern Financial Group Masters,18/08/2006,Masters,Outdoor,Hard,3rd Round,3,Ferrer D.,Baghdatis M.,Ferrer D.,2.1,1.66,7-5 6-4
Western & Southern Financial Group Masters,18/08/2006,Masters,Outdoor,Hard,3rd Round,3,Chela J.I.,Roddick A.,Roddick A.,4.5,1.16,3-6 4-6
Western & Southern Financial Group Masters,18/08/2006,Masters,Outdoor,Hard,Quarterfinals,3,Ferrero J.C.,Nadal R.,Ferrero J.C.,5.5,1.12,7-6 7-6
Western & Southern Financial Group Masters,18/08/2006,Masters,Outdoor,Hard,Quarterfinals,3,Ljubicic I.,Robredo T.,Robredo T.,1.53,2.37,6-7 2-6
Western & Southern Financial Group Masters,19/08/2006,Masters,Outdoor,Hard,Quarterfinals,3,Roddick A.,Murray A.,Roddick A.,1.53,2.37,6-3 6-4
Western & Southern Financial Group Masters,19/08/2006,Masters,Outdoor,Hard,Quarterfinals,3,Ferrer D.,Gonzalez F.,Gonzalez F.,2.5,1.5,2-6 4-6
Western & Southern Financial Group Masters,19/08/2006,Masters,Outdoor,Hard,Semifinals,3,Ferrero J.C.,Robredo T.,Ferrero J.C.,2,1.8,6-3 6-4
Western & Southern Financial Group Masters,20/08/2006,Masters,Outdoor,Hard,Semifinals,3,Gonzalez F.,Roddick A.,Roddick A.,2.5,1.53,3-6 3-6
Western & Southern Financial Group Masters,20/08/2006,Masters,Outdoor,Hard,The Final,3,Roddick A.,Ferrero J.C.,Roddick A.,1.36,3,6-3 6-4
Pilot Pen Tennis,20/08/2006,International Gold,Outdoor,Hard,1st Round,3,Almagro N.,Wawrinka S.,Wawrinka S.,2.5,1.5,3-6 7-6 4-6
Pilot Pen Tennis,20/08/2006,International Gold,Outdoor,Hard,1st Round,3,Seppi A.,Phau B.,Seppi A.,1.61,2.2,6-1 6-1
Pilot Pen Tennis,20/08/2006,International Gold,Outdoor,Hard,1st Round,3,Bracciali D.,Mahut N.,Mahut N.,1.66,2.1,5-7 6-7
Pilot Pen Tennis,20/08/2006,International Gold,Outdoor,Hard,1st Round,3,Clement A.,Serra F.,Clement A.,1.57,2.25,6-4 6-1
Pilot Pen Tennis,21/08/2006,International Gold,Outdoor,Hard,1st Round,3,Horna L.,Benneteau J.,Benneteau J.,2.62,1.44,6-7 6-2 1-6
Pilot Pen Tennis,21/08/2006,International Gold,Outdoor,Hard,1st Round,3,Vik R.,Santoro F.,Vik R.,2.75,1.39,6-4 6-2
Pilot Pen Tennis,21/08/2006,International Gold,Outdoor,Hard,1st Round,3,Volandri F.,Lopez F.,Lopez F.,3.5,1.25,3-6 4-6
Pilot Pen Tennis,21/08/2006,International Gold,Outdoor,Hard,1st Round,3,Querrey S.,Martin A.,Querrey S.,1.44,2.62,6-3 6-2
Pilot Pen Tennis,21/08/2006,International Gold,Outdoor,Hard,1st Round,3,Muller G.,Pashanski B.,Pashanski B.,1.19,4,3-6 6-2 6-7
Pilot Pen Tennis,21/08/2006,International Gold,Outdoor,Hard,1st Round,3,Rusedski G.,Karlovic I.,Rusedski G.,2.2,1.61,7-6 6-7 6-2
Pilot Pen Tennis,21/08/2006,International Gold,Outdoor,Hard,1st Round,3,Sanguinetti D.,Fish M.,Fish M.,2.62,1.44,3-6 3-6
Pilot Pen Tennis,21/08/2006,International Gold,Outdoor,Hard,1st Round,3,Berrer M.,Sweeting R.,Berrer M.,1.66,2.1,7-5 6-2
Pilot Pen Tennis,21/08/2006,International Gold,Outdoor,Hard,1st Round,3,Hajek J.,Gicquel M.,Gicquel M.,2.25,1.57,6-7 3-6
Pilot Pen Tennis,21/08/2006,International Gold,Outdoor,Hard,1st Round,3,Ramirez-Hidalgo R.,Rochus C.,Ramirez-Hidalgo R.,1.8,1.9,6-3 7-5
