Name,Elo,Wins,Losses,MatchesPlayed
Statham J.,478.9964273568052,2,6,8
Ebelthite C.,483.6214042861276,0,1,1
De Chaunac S.,534.7805052831767,5,5,10
Klaasen R.,499.445900228867,4,4,8
Anderson A.,493.92872582745827,0,1,1
Mektic N.,435.7612044204616,1,7,8
Hocevar R.,433.6866652659596,0,5,5
Silva D.,479.49518205621644,0,1,1
Zampieri C.,491.2986947229725,1,2,3
Poerschke L.,479.802578218285,0,2,2
Munoz de La Nava D.,491.1028068288873,0,1,1
Marchenko I.,468.06806096211307,44,81,125
Bhambri Y.,475.8925813880489,11,23,34
Ziadi M.,445.0689132907045,0,4,4
El Amrani R.,487.06449446372386,2,4,6
Riba-Madrid P.,468.15182515509787,0,2,2
Krajinovic F.,549.2816429550064,110,120,230
Zlatanovic A.,481.5657422156344,0,1,1
Kloer S.,491.86970678205336,0,1,1
Rufin G.,547.5115061188545,16,26,42
Fleming C.,478.70100141732104,0,2,2
Zemlja G.,594.9408573784598,26,33,59
Ghedin R.,462.77637179588555,0,3,3
Zeballos H.,575.6686275978167,85,125,210
Munoz-De La Nava D.,451.9348066071464,8,19,27
Britton D.,479.65683256962274,0,3,3
Del Bonis F.,530.3543635986756,6,7,13
Agostinelli B.,480.42422753085873,0,1,1
Raonic M.,812.8317326816124,359,165,524
Ilhan M.,371.1822068906555,16,54,70
Buchanan C.,483.8523662800065,0,2,2
Luncanu P.A.,476.79810563348246,0,2,2
Copil M.,539.417841808671,47,80,127
Valent R.,487.69250159694246,0,1,1
Wachiramanowong K.,486.0835656935051,0,2,2
Gong M.X.,472.23757075696824,0,4,4
Biryukov M.,474.2339577473579,0,2,2
Kontinen H.,487.75223602596526,1,2,3
Millot V.,475.28153168006696,8,21,29
Vovk S.,482.8968965928872,0,1,1
Dolgopolov O.,717.4834451490514,206,183,389
Haider-Maurer A.,459.2117614473822,37,66,103
Bautista R.,859.4110182256974,128,84,212
Millman J.,586.5234184477036,110,139,249
Ebden M.,532.9005261901463,70,122,192
Yang T.H.,467.96499479682353,0,4,4
Sorensen L.,502.67632877595435,2,3,5
Maamoun K.,485.6709356634071,0,1,1
Lemke J.,491.0738218380738,0,1,1
Cervantes I.,475.28746115645777,17,32,49
Matosevic M.,501.22716426460715,58,89,147
Kubler J.,513.0126707423706,22,30,52
Sergeyev I.,513.8968592024195,1,1,2
Brown D.,572.1889860733347,62,93,155
Wolmarans F.,486.19834351151405,1,2,3
Van Der Merwe I.,537.5948289553708,6,4,10
Souza J.,409.7556709887497,23,45,68
Saavedra Corvalan C.,482.7689463861881,0,1,1
Jelenic P.,498.7245510819953,1,1,2
Bemelmans R.,475.5555591565452,21,49,70
Im K.T.,484.0342986113397,0,1,1
Deheart R.,482.61586071319914,0,2,2
Mertens Y.,481.744289531342,1,2,3
Niland C.,473.57672230855565,0,2,2
Ramos-Vinolas A.,467.24354824522453,202,245,447
Lajovic D.,666.6200349713185,178,228,406
Di Mauro A.,496.19567872863945,0,1,1
Krawietz K.,487.6934736363211,1,3,4
Gojowczyk P.,508.77055898251655,73,92,165
Mina G.,458.99946420437664,0,4,4
Paire B.,405.32288692714235,230,281,511
Emmrich M.,490.99086576853773,0,1,1
Alcaide G.,492.68799543546646,0,1,1
Kudla D.,464.0434461172184,70,131,201
Bubka S.,485.5710620981102,4,11,15
Dasnieres de Veigy J.,467.350402412736,1,5,6
Lindell C.,439.7120995180834,2,8,10
Knittel B.,486.31383664565806,1,4,5
Marti Y.,471.03889351078146,2,5,7
Sadecky A.,490.7783877476227,1,2,3
Velotti A.,446.222343041429,0,4,4
Johnson S.,527.1411564521078,187,199,386
Melzer G.,480.0594418685603,15,29,44
Duclos P.L.,497.4810150349371,1,3,4
Lojda D.,489.54254505414616,0,1,1
Klahn B.,417.8770734950823,13,43,56
Sock J.,571.0428849117291,167,138,305
Ungur A.,392.06347955429504,6,26,32
Zhang Z.,489.66701430028786,4,11,15
Wu D.,445.13665698962035,4,20,24
Belyaev I.,489.4241906602361,0,1,1
Schoorel T.,483.54408986944424,1,5,6
Muster T.,462.1615737934042,0,3,3
Marti J.,438.60104086982733,2,11,13
Goffin D.,684.4698844673514,302,235,537
Sabry S.,484.6084363245406,0,1,1
Venus M.,449.34610052048606,1,8,9
Scholtz N.,480.5537207265942,0,1,1
Rios F.,482.19546971647026,0,1,1
Bagnis F.,515.3755917494998,43,81,124
Romboli F.,478.9860786365046,0,1,1
Clezar G.,402.13379424347073,1,10,11
Kuznetsov Al.,415.05921353430597,5,16,21
Farah R.,501.4350485365151,3,6,9
Borvanov R.,487.48178129702256,0,1,1
Galdon P.,495.53011087393895,0,1,1
Kumantsov A.,485.66310524395516,0,1,1
Garza D.,452.0903485256822,0,4,4
Sanchez M.,465.2603490160204,0,2,2
Awadhy O.,490.36358558786424,0,1,1
Granollers Pujol G.,485.81381706665906,0,1,1
Kuznetsov An.,577.5874704735595,63,91,154
Gutierrez-Ferrol S.,497.6423854129127,2,2,4
Ramos A.,600.5085429270257,63,80,143
Carreno-Busta P.,569.7650570737976,39,65,104
Granollers-Pujol G.,475.619311681203,0,2,2
Teixeira M.,466.9532034604408,1,5,6
Stebe C.M.,531.1408214442265,26,42,68
Cox D.,434.0965814073177,0,5,5
Golding O.,455.9175416277678,0,3,3
Walter L.,480.8643698158619,0,1,1
De Schepper K.,449.6878501777582,24,61,85
Wang J.,509.76506262420656,8,13,21
Olaso G.,488.21092704198924,2,4,6
Kern R.,463.1790655188642,0,3,3
Kosakowski D.,489.56465228189535,1,2,3
Grigelis L.,486.09439169854926,0,1,1
Pavic M.,463.3583726276296,3,8,11
Delic M.,452.4819477115172,2,8,10
Thiem D.,535.7042464967719,321,197,518
Sitak A.,480.40779399367386,0,1,1
Chvojka E.,478.3842172446596,0,2,2
Pospisil V.,608.8819110177665,112,154,266
Jaziri M.,430.27737094791127,80,128,208
Dutra Da Silva R.,489.4800778625613,0,1,1
Giannessi A.,441.84019664555154,12,23,35
Torebko P.,469.3425699130865,0,2,2
Rodrigues M.,515.0636036912473,1,1,2
Renavand N.,511.656145085378,1,1,2
Li Z.,413.5173814550194,0,10,10
Zopp J.,474.69347556588656,14,29,43
Nedelko I.,474.48541124552565,0,2,2
Bedene A.,521.267579548138,123,150,273
Duckworth J.,513.1693918943319,63,104,167
Mitchell B.,443.5811358646026,0,5,5
Viola Mat.,479.3515885538303,0,2,2
Van D. Merwe I.,481.1427807117821,0,1,1
Mesaros K.,489.1928739924396,0,1,1
Marcan D.,481.49831026918304,0,2,2
Lajola D.,484.0,0,1,1
Kutrovsky D.,518.2802645259804,2,1,3
Strode B.,484.736306793522,0,1,1
Molteni A.,481.97916717022304,0,2,2
Olivetti A.,483.36804099455844,5,9,14
Cabal J.S.,484.6543137976451,0,1,1
Williams R.,434.786428127562,6,18,24
Delbonis F.,499.4943153557781,147,187,334
Idmbarek Y.,473.9898518828894,0,2,2
Brugues-Davi A.,488.8173491081614,1,3,4
Moraru G.,488.5698438037306,0,1,1
Balazs A.,547.2745714144523,16,16,32
Gomez-Herrera C.,485.337253592548,0,1,1
Broady L.,533.4616341375812,19,32,51
Fucsovics M.,631.423196714915,135,142,277
Menendez-Maceiras A.,438.0033651629398,6,18,24
Trungelliti M.,490.8272162094526,15,23,38
Trusendi W.,482.53019676247936,0,1,1
Viola M.,464.9503414894016,4,11,15
Ehrat S.,447.63526983598035,0,3,3
Laaksonen H.,459.65244354426324,35,62,97
Meister N.,491.4144841718353,0,1,1
Mcclune M.,506.6979075492802,1,1,2
Andreozzi G.,461.7238485291453,12,28,40
Moriya H.,477.8436719081328,3,11,14
Pella G.,533.0831572338354,114,138,252
Authom M.,469.21732418752106,0,2,2
Novikov D.,476.6495976035527,5,11,16
Reix C.,512.8715460880762,1,1,2
Vasilevski A.,483.18559208998494,0,1,1
Betov S.,481.2527469996167,0,1,1
Fidirko N.,482.52374493289517,0,1,1
Siriluethaiwattana P.,489.5325994934372,0,1,1
Deen Heshaam A.,484.7842218169486,0,1,1
Davydenko P.,494.82414598016317,1,2,3
Singh S.,492.3511785107179,0,1,1
Rosenholm P.,510.23355931512344,1,2,3
Stebe C-M.,515.6857337043836,1,1,2
Zayed M. S.,495.09105015893795,0,1,1
Safwat M.,410.5226739116789,1,12,13
Smith J.P.,379.3169765606701,5,22,27
Saville L.,459.0869574477708,2,7,9
Weintraub A.,461.0013030806003,1,4,5
Pouille L.,543.5703628301688,131,127,258
Alund M.,538.2131671360581,7,10,17
Garin C.,653.2740923090861,113,96,209
Schwartzman D.,494.2044588130272,234,202,436
Veger F.,488.4752526018091,0,1,1
Reyes-Varela M.A.,474.45461999051247,0,2,2
Rachidi Y.,483.0838951769685,0,1,1
Arguello F.,376.72717526007233,1,15,16
Granollers G.,482.8215899263969,0,1,1
Carballes Baena R.,593.5786970569164,113,142,255
Struff J.L.,751.7270478271828,195,224,419
Desein N.,461.50460523067795,0,3,3
Cecchinato M.,507.2329964606554,74,126,200
Kyrgios N.,919.0071780482531,186,93,279
Vesely J.,572.2610628825157,131,147,278
Basic M.,493.2691324731169,19,28,47
Corrie E.,486.1380305011286,0,1,1
Edmund K.,549.7392198608121,109,115,224
Reid M.,492.8752765860503,0,1,1
Ymer E.,453.1112919000992,25,61,86
Eriksson M.,439.9589066656577,0,4,4
Kozlov S.,467.5157159978948,9,25,34
Pavic A.,461.86861665608615,3,10,13
Bossel A.,471.01054521893496,0,2,2
Langer N.,499.1059975480221,1,2,3
Ward A.,462.5503003910171,0,4,4
Gonzalez A.,379.001630359283,10,34,44
Salamanca C.,486.48672482701767,0,1,1
Estrella Burgos V.,427.7458368117863,45,59,104
Barrientos N.,428.9658113153801,0,4,4
Londero J.I.,460.76135324045515,34,49,83
Struvay E.,469.56594747307633,0,2,2
Gomez E.,454.9974331018267,7,19,26
Zverev A.,983.2875320222997,423,180,603
King K.,464.03019135185525,1,6,7
Harrison C.,529.4830402463182,6,8,14
Westerhof B.,483.65646442905,0,1,1
Topic J.,491.339463406759,0,1,1
Coric B.,554.4856685411025,192,173,365
Setkic A.,458.0813431834867,0,3,3
Novak D.,406.24250260754826,15,43,58
Peliwo F.,469.3917814433516,1,4,5
Bogaerts R.,486.4611623220557,0,1,1
Herbert P.H.,569.6865338008467,89,117,206
Karatsev A.,590.3188399439678,76,82,158
Inglot D.,494.9626948852422,0,1,1
Djere L.,602.5813465700085,129,138,267
Trongcharoenchaikul W.,488.3054007349408,0,1,1
Jeong S.Y.,490.7541435055406,0,1,1
Chung H.,694.7239826755153,68,65,133
Khachanov K.,809.1288755353867,255,189,444
Nedovyesov O.,483.7716903673544,0,1,1
Sekulic M.,482.54751900498763,0,1,1
Mecir M.,483.70307805163947,1,3,4
Kokkinakis T.,686.3319329317405,67,80,147
Nedunchezhiyan J.,481.24532792314034,0,1,1
Ramanathan R.,410.6083431572293,14,27,41
Albot R.,494.360240156549,86,136,222
Nedovyesov A.,451.5300107609807,4,15,19
Hossam K.,496.6503075574429,0,1,1
Struff J-L.,496.2581145710624,0,1,1
Dzumhur D.,482.45161772537983,101,123,224
Thompson J.,788.0836176286081,131,149,280
Rola B.,455.0767567923414,8,17,25
Artunedo Martinavarro A.,483.9404492230075,0,1,1
Daniel T.,469.2169634041784,75,139,214
Lama G.,437.9867261377761,0,4,4
Krstin P.,471.9136926499364,1,4,5
Hank T.,463.9611274921136,0,3,3
Khaddari H.,485.03031689635793,0,1,1
Ciorcila P.,486.85059567578,0,1,1
Basilashvili N.,480.0003154166742,131,155,286
Travaglia S.,463.4281221519246,25,52,77
Milojevic N.,513.7028926961741,6,8,14
Vaisse M.,489.1509862065873,0,1,1
Michon A.,507.4358077330581,1,1,2
Arnaboldi A.,477.604921329419,4,10,14
Lokoli L.,411.9940992541022,0,8,8
Coppejans K.,416.8392041686927,1,12,13
Puetz T.,500.7880392333038,1,2,3
Smethurst D.,495.7929345738506,0,1,1
Olivo R.,473.51402247954775,22,32,54
Thompson C.,485.0871716716472,0,1,1
Krueger M.,456.21117599535165,8,22,30
Diez S.,445.2864247098269,1,7,8
Pasha N.,485.2246333820613,0,1,1
De Paula F.,483.38274884583706,0,1,1
Galovic V.,474.63572734154855,2,5,7
Donaldson J.,576.4193147869838,44,62,106
Tiafoe F.,719.6736009085869,191,176,367
Schnur B.,402.55119544262953,3,15,18
Rubin N.,449.6354201910485,7,20,27
Giron M.,688.2214955138279,100,117,217
Mcgee J.,458.22588547618574,0,3,3
Kohlschreiber P..,516.0886287631909,1,0,1
Jasika O.,487.45841606876036,1,4,5
Takeuchi K.,481.9834267447571,0,1,1
Burquier G.,489.3995894627172,0,1,1
Gao X.,481.7455184935807,0,1,1
Ouyang B.,488.99584614450185,0,1,1
Gerasimov E.,543.5932695986133,44,51,95
Herbert P-H.,483.3058787107353,0,1,1
Wang C.,511.96218032281905,1,1,2
Rublev A.,749.5059815537701,304,172,476
Baluda V.,492.33092763367307,0,1,1
Gombos N.,492.9737586458005,21,45,66
Vanni L.,419.3216830632394,5,17,22
Prashanth V.,485.2089996246291,0,1,1
Jarry N.,630.1209837924716,97,96,193
Escobar G.,466.8782616928263,0,2,2
Androic T.,478.35649640451015,0,2,2
Quigley E.,486.71763739163623,0,1,1
Nishioka Y.,690.5142695016375,123,131,254
Martin F.,481.7485889176583,0,1,1
Bolt A.,536.7410198875648,16,31,47
De Greef A.,497.3828981321044,3,5,8
Munar J.,521.4587978218574,86,125,211
Giustino L.,451.25608698209504,1,7,8
Silva F.,482.0553219294413,0,2,2
Lestienne C.,425.53228083994844,16,36,52
Vega Hernandez D.,483.1444704821677,0,1,1
Ilkel C.,410.1921389818737,3,17,20
Trinker B.,507.5662626832326,1,2,3
Donati M.,518.966328951704,1,1,2
Gaio F.,409.8496040868408,3,15,18
Hamou M.,471.4887293539853,0,3,3
Halys Q.,597.2717527516389,34,61,95
Gigounon G.,496.6578032554848,0,1,1
Marterer M.,454.9289316178986,36,76,112
Fritz T.,902.0747122094714,256,177,433
Demoliner M.,497.541311149946,1,1,2
Sarkissian A.,482.38186039207494,2,4,6
Galan D.E.,461.71997096505055,40,64,104
Gomez A.,507.04621478271395,1,1,2
Trevisan M.,481.38723973860135,0,1,1
Hemery C.,433.8913200143371,2,9,11
King D.,460.50502253341836,3,9,12
Fratangelo B.,488.7070861183949,21,40,61
Herbert P.H,597.7666193085022,8,7,15
Paul T.,829.0035900289955,161,118,279
Shane R.,493.224007542721,0,1,1
Shyla Y.,488.1827251842771,0,1,1
Uchiyama Y.,472.84338642639676,11,25,36
Niki T.,484.07645133716,0,1,1
Zhang Ze,447.5193456122529,1,10,11
Zhang Zh.,629.9737246955648,49,52,101
Ymer M.,626.0650575969969,57,70,127
Miedler L.,465.35670015364775,0,3,3
Anderson O.,488.04446745823765,0,1,1
Kovalik J.,528.5140566371298,26,46,72
Zayid M. S.,492.4978321585208,0,1,1
Tearney F.,479.69354996585656,0,2,2
Barton M.,554.2705104672929,4,4,8
Lazov A.,488.18244540848434,0,1,1
Kuzmanov D.,431.80063173686744,2,9,11
Mmoh M.,639.813899150289,28,37,65
Monteiro T.,551.9026304138812,76,111,187
Patino L.,487.82723030307875,0,1,1
Gomez L.,446.326203679534,0,6,6
Mcdonald M.,562.1699608999398,98,122,220
Kicker N.,500.49012094032514,18,27,45
Opelka R.,624.0050844668114,92,85,177
Munoz De La Nava D.,428.61596455945494,1,7,8
Ahouda A.,481.47334156485135,1,3,4
Carreno Busta P.,694.0660240467291,210,136,346
Bautista Agut R.,678.7295823724818,250,165,415
Cachin P.,464.77575452573785,24,46,70
Linzer M.,473.84335475280614,0,2,2
Caruso S.,421.11009582746794,19,43,62
Sonego L.,616.242303700807,136,148,284
Ortega-Olmedo R.,488.25746447084975,0,1,1
Medvedev D.,942.1884166870218,342,142,484
Pavlasek A.,496.7644773672843,5,9,14
Samper-Montana J.,474.5920790803977,0,2,2
Bourgue M.,478.06088973468593,1,5,6
Barrere G.,536.8384728248589,38,63,101
Escobedo E.,451.76913772676335,19,39,58
Willis M.,515.1774817112474,1,1,2
Lamasine T.,498.38099938694506,3,6,9
Arvidsson I.,487.5489738187449,0,1,1
Simonsson F.,484.0,0,1,1
Soderlund C.,506.5976040775604,1,1,2
Satral J.,504.99918712233597,1,2,3
Mertl J.,506.85321942494556,1,1,2
Nikles J.,473.75828769615845,1,3,4
Bellier A.,522.7343046626698,4,5,9
Santillan A.,435.48369000761386,2,7,9
Cacic N.,508.83334158572086,1,1,2
Serdarusic N.,429.0419193454695,1,8,9
Lopez-Perez E.,493.76728483688964,0,1,1
Shapovalov D.,716.8777641696078,183,154,337
Eubanks C.,554.5201481390943,40,60,100
Van Rijthoven T.,571.535986189216,10,9,19
Myneni S.,481.8671183457365,0,2,2
Ivashka I.,560.8739939189115,75,81,156
Bublik A.,631.086599288852,135,132,267
Ruud C.,770.3552061935724,221,124,345
Whittington A.,502.7810137002701,2,3,5
Maden Y.,492.7320014104684,9,17,26
De Loore J.,476.4195776443624,0,2,2
De Minaur A.,902.9291954888326,209,135,344
Yuksel A.,492.6782825891189,0,1,1
Zayid M.S.,490.03087186890326,0,1,1
O'Connell C.,479.49958586339307,0,3,3
Mott B.,483.58892462447153,0,2,2
Lazarov A.,468.76025409654767,1,4,5
Tepavac M.,490.0711175927015,0,1,1
Griekspoor T.,722.5199571990004,78,76,154
Tsitsipas S.,810.969854807578,307,154,461
Luz O.,483.948418241964,0,1,1
Sandgren T.,495.36879538207,42,74,116
Quinzi G.,505.24260107717527,1,1,2
Silva F.F.,494.7483204721838,1,2,3
Domingues J.,510.7964175088524,4,6,10
Bellotti R.,479.4364313478344,0,1,1
Masur D.,467.5306984127731,1,5,6
Hanfmann Y.,620.2758874461177,69,77,146
Berrettini M.,789.7541107644927,169,87,256
Napolitano S.,484.2890705345002,3,7,10
Altmaier D.,503.2310163993468,41,79,120
Marcora R.,507.7817166358249,3,4,7
Del Potro J. M.,520.4948933011569,1,1,2
Muller A.,582.2682684860916,28,39,67
Bonzi B.,631.1482541474824,44,52,96
Jung J.,485.9702477679649,10,20,30
Norrie C.,679.9153144508474,190,139,329
Harris L.,547.2551756405772,61,72,133
Majchrzak K.,550.1044911992929,18,29,47
Ofner S.,565.4514623638149,37,47,84
Kwiatkowski T.S.,426.89257713508755,0,7,7
Polmans M.,439.6825039919889,6,17,23
Zekic M.,500.12538401630263,1,2,3
Sakharov G.,487.2501559489034,1,3,4
Molleker R.,474.77591252911697,5,13,18
Hernandez-Fernandez J.,490.9309229385375,0,1,1
King E.,493.8273013836466,1,3,4
Halebian A.,485.6823349890053,0,1,1
Bangoura S.,484.843258314551,0,1,1
Leshem E.,497.1299229809084,1,2,3
Bega A.,486.80997019243694,0,1,1
Chrysochos P.,488.81947140046174,0,1,1
Koepfer D.,573.3497693115836,52,68,120
Aragone J.,480.44200770769794,0,2,2
Blancaneaux G.,438.1933296186185,0,6,6
Kypson P.,486.47080707569916,3,6,9
Safranek V.,487.2463110159482,0,2,2
Tyurnev E.,495.5831451727891,0,1,1
Wu Y.,616.376501941929,18,22,40
Kuhn N.,460.21520226368654,2,8,10
Takahashi Y.,489.219880314768,0,1,1
Safiullin R.,607.6770517061079,45,54,99
Ojeda Lara R.,518.9130267651167,3,3,6
Nagal S.,418.2859057191541,8,29,37
Kadhe A.,440.15057538599933,0,4,4
Caruana L.,490.8252551764417,0,1,1
Popyrin A.,728.2346679499732,81,109,190
Vukic A.,667.9163150570912,42,52,94
Moutet C.,551.0478406163395,60,85,145
Kwon S.W.,592.9929890334907,55,61,116
Taberner C.,471.0347291731508,12,24,36
Quiroz R.,511.9222647665433,3,3,6
Donski A.,489.7099075013176,0,1,1
Andreev A.,482.80395615429757,2,5,7
Korda S.,816.6465554853911,116,75,191
Auger-Aliassime F.,666.2991803702738,189,132,321
Gaston H.,557.0904397049478,38,52,90
Seyboth Wild T.,606.8214063543063,31,40,71
Kecmanovic M.,626.277249692506,132,136,268
Vatutin A.,444.36759187053093,2,7,9
Martinez P.,545.6256976258258,66,87,153
Catarina L.,466.7746481590993,0,4,4
Hurkacz H.,858.3490042461026,190,122,312
Piros Z.,480.12292756365,1,3,4
Baldi F.,463.43662857178174,0,3,3
Zapata Miralles B.,446.1828594120004,31,59,90
Coria F.,476.19819875398247,48,70,118
Hernandez-Fernandez J,482.9199126927305,0,1,1
Horansky F.,442.87684682129566,1,7,8
Benchetrit E.,445.51230857141155,1,8,9
Janvier M.,447.8168938194561,0,6,6
Otte O.,507.6697873955684,31,45,76
Purcell M.,568.5457709104455,30,48,78
Gunneswaran P.,421.13530756393214,7,21,28
Clarke J.,426.11178994742005,2,11,13
Kolar Z.,496.3411787915269,1,3,4
Reinberg E.,482.66010132042703,0,1,1
Roca Batalla O.,497.5382973492542,1,2,3
Huesler M.A.,425.6208412557589,24,45,69
Rodionov J.,516.2938857741735,12,20,32
Garanganga T.,484.4564116946444,0,1,1
Arevalo M.,473.1067679591022,0,2,2
Watanuki Y.,569.7864448836583,13,18,31
Gojo B.,522.5655203022135,8,16,24
Humbert U.,792.7553521261636,127,116,243
Altamirano C.,484.0,0,1,1
Brooksby J.,673.6810250074086,43,33,76
Tseng C.H.,440.93771216552636,2,9,11
Karlovskiy E.,488.1622720412474,0,1,1
Hoang A.,490.29928992690077,6,13,19
Dellien H.,412.8813177279826,21,52,73
Lopez Villasenor G.,450.4594421001125,0,4,4
Sakamoto P.,489.40045956129285,0,1,1
Davidovich Fokina A.,601.468929819827,107,108,215
Sinner J.,1213.627462298273,240,73,313
Valkusz M.,473.456741937652,1,3,4
Basso A.,495.4174250619696,0,1,1
Moraing M.,510.00461035370193,1,2,3
Aragone JC,488.1264694696691,0,1,1
Celikbilek A.,511.62904809569415,4,5,9
Kirkin E.,482.03234391022795,0,2,2
Jubb P.,500.0010930689679,3,6,9
Moroni G.,508.5311004876217,1,1,2
Lenz J.,488.5109212082584,0,2,2
Torpegaard M.,483.2979686312504,1,3,4
Lee D.H.,510.3628121351434,1,1,2
Monteiro J.,484.5921009380672,0,1,1
Sarmiento R.,491.99083285643746,0,1,1
Svajda Z.,457.36760296832244,6,16,22
Roumane R.,489.63039786767297,0,1,1
Zhang Ze.,485.30539521584797,0,2,2
Dubrivnyy A.,488.8342412629642,0,1,1
Kachmazov A.,523.859129510016,4,5,9
Avidzba A.,499.60599776406457,1,1,2
Mager G.,512.1448254535021,24,34,58
Harris A.,506.7315042792458,1,2,3
Vilella Martinez M.,536.0694351411539,4,5,9
Tabilo A.,676.4934679544244,50,45,95
Ficovich J.P.,498.9112232874681,1,2,3
Ruusuvuori E.,667.6309260261093,93,93,186
Couacaud E.,465.06232595895875,2,9,11
Mukund S.,455.70736879919093,0,3,3
Diaz Acosta F.,545.8496799692086,18,22,40
Cerundolo F.,664.9885259029095,88,78,166
Petrovic D.,497.9290917510133,2,3,5
Nakashima B.,626.8242983131763,84,79,163
Mayot H.,489.5712921361386,7,12,19
Alcaraz C.,1021.1988785966391,187,51,238
Meligeni Rodrigues F,485.91632802063435,0,2,2
Musetti L.,746.1455549799093,117,94,211
Barrios Vera M.T.,497.430181469108,1,1,2
Varillas J.P.,509.54171467693584,16,23,39
Wolf J.J.,520.8523826575246,45,52,97
Cressy M.,465.5483390613936,43,57,100
Blanch U.,493.68895083997757,0,1,1
O Connell C.,585.8726052765136,45,66,111
Machac T.,820.6925889821501,39,32,71
Rinderknech A.,603.734482540516,67,75,142
Galan D.,538.8741944695255,2,1,3
Zeppieri G.,480.0646075681058,6,14,20
Pellegrino A.,473.43704476280124,0,2,2
Kotov P.,559.2990687120189,35,43,78
Nardi L.,445.05405863369816,6,21,27
Bergs Z.,588.7177252989271,17,27,44
Popko D.,477.7675632549911,0,2,2
Skatov T.,495.8601308489742,3,8,11
Sachko V.,446.3902428432057,0,5,5
Forejtek J.,515.712699924863,1,1,2
Zuk K.,458.17017888520365,0,3,3
Molcan A.,621.7369169206471,44,41,85
Grenier H.,457.86542455257637,7,16,23
Vrbensky M.,490.8368137578834,0,1,1
Nam J.S.,463.14727757577566,0,3,3
Etcheverry T.,632.6524083646517,57,69,126
Aragone J.C.,486.8785427013663,0,1,1
Sweeny D.,492.2995655903379,2,4,6
Fancutt T.,486.3582489715834,0,1,1
Van De Zandschulp B.,586.7829683815382,79,82,161
Schoolkate T.,471.4692273191959,1,4,5
Bourchier H.,510.8532900466981,1,1,2
Ferreira Silva F.,484.6013328042097,0,2,2
Cerundolo J.M.,514.6219038812457,16,21,37
Menezes J.,488.6358529947804,0,1,1
Barrios M.,478.54529067821056,5,10,15
Mochizuki S.,426.06931440774116,3,16,19
Tirante T.A.,534.9380610321963,8,9,17
Klein L.,543.6172082705154,10,14,24
Rune H.,842.4220923084656,126,78,204
Tsitsipas P.,490.55984321315964,0,1,1
Varillas J. P.,556.5136186233788,9,10,19
Baez S.,605.4028869341062,82,75,157
Nava E.,432.1377219430553,3,16,19
Borges N.,654.3504803706024,36,47,83
Cazaux A.,554.5560288303135,11,18,29
Stricker D.,625.3285468098572,19,19,38
Topo M.,439.706905608285,0,5,5
Medjedovic H.,589.5164574345489,14,18,32
Cobolli F.,746.927590520277,38,34,72
Brancaccio R.,484.14074799353057,0,1,1
Draper J.,918.8340008219633,73,38,111
Gray A.,498.63832976322533,1,2,3
Kopriva V.,462.6819486217742,5,11,16
Riedi L.,495.00950052648335,2,6,8
Mejia N.,470.54411824118233,0,2,2
Ajdukovic D.,492.63543403760593,4,8,12
Collarini A.,467.14264052241106,0,2,2
Bryde T.,488.2399850986049,0,1,1
Neumayer L.,489.11232110944184,1,2,3
Erler A.,509.69960567267213,1,1,2
Wu T.L.,483.1359565057852,1,4,5
Riffice S.,492.50431474378155,0,1,1
Holmgren A.,493.2134376928584,0,1,1
Tiurnev E.,490.43633143732603,0,1,1
Oliel Y.,473.63213834348545,0,2,2
Borg L.,463.92854067720936,1,6,7
Vavassori A.,543.9075353500208,8,11,19
Durasovic V.,487.23709485874264,0,2,2
Hijikata R.,553.0776816120064,25,36,61
Lehecka J.,790.8358056824703,64,52,116
Moroni G.M.,466.1181975222375,0,2,2
Shang J.,683.3178873735806,30,27,57
Pucinelli de Almeida M.,502.41689380756924,1,1,2
Brouwer G.,551.7921581363244,12,14,26
Alvarez Varona N.,500.29787848934023,1,2,3
Guinard M.,491.1960982610986,3,6,9
Rehberg M.,457.21956712817905,0,4,4
Gimeno Valero C.,495.3272007060552,0,1,1
Passaro F.,460.82680084464926,5,11,16
Arnaldi M.,666.841898972618,41,39,80
Ugo Carabelli C.,477.20462421275636,4,9,13
Rodriguez Taverna S.,496.07545090148545,0,1,1
Agamenone F.,549.2273218980158,3,2,5
Tseng C. H.,476.1227823318362,2,7,9
De Jong J.,492.55614120415675,2,8,10
Peniston R.,530.8612446875651,6,7,13
Ritschard A.,488.9595492867812,3,7,10
Blumberg W.,489.03272854918987,0,1,1
Shelton B.,762.1044783736293,66,51,117
Misolic F.,536.4954177741618,8,9,17
Dutra Da Silva D.,484.0,0,1,1
Casanova H.,484.37700710626274,0,1,1
Shevchenko A.,609.30130414778,37,43,80
Gakhov I.,500.6207335876379,1,3,4
Poljicak M.,474.0699742996649,0,2,2
Chappell N.,468.50050854523806,0,2,2
Villanueva G.,488.2083976077481,0,1,1
Uchida K.,493.1840069677961,1,3,4
Galarneau A.,489.79798478019535,0,2,2
Pervolarakis M.,490.58293123636207,0,1,1
Holt B.,464.0711526687999,2,7,9
Tien L.,520.2313184268972,3,5,8
Furness E.,491.5208127072521,0,1,1
Mena F.,478.57651555679433,0,1,1
Kovacevic A.,471.1454321945472,16,32,48
Hong S.,504.987038088877,2,3,5
Chung Y.,474.357400897415,0,2,2
Madaras D.,474.7185109328943,0,2,2
Zhukayev B.,489.4184892984532,2,5,7
