Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Odd_1,Odd_2,Score,Player_1_Elo,Player_2_Elo
Open de Moselle,20/09/2011,ATP250,Indoor,Hard,1st Round,3,Paire B.,Golubev A.,Paire B.,2.2,1.61,7-5 6-2,465,330
Open de Moselle,20/09/2011,ATP250,Indoor,Hard,1st Round,3,Dimitrov G.,Sijsling I.,Sijsling I.,1.33,3.25,2-6 2-6,440,485
Open de Moselle,20/09/2011,ATP250,Indoor,Hard,1st Round,3,Rodrigues M.,Kukushkin M.,Rodrigues M.,3.25,1.33,6-2 3-6 6-4,505,445
Open de Moselle,20/09/2011,ATP250,Indoor,Hard,1st Round,3,Robert S.,Rochus O.,Rochus O.,2.1,1.66,1-6 3-6,450,470
Open de Moselle,20/09/2011,ATP250,Indoor,Hard,1st Round,3,Renavand N.,Kamke T.,Renavand N.,4.0,1.22,7-5 6-4,505,440
Open de Moselle,20/09/2011,ATP250,Indoor,Hard,1st Round,3,Junqueira D.,Mahut N.,Mahut N.,7.0,1.1,3-6 2-6,405,360
Open de Moselle,20/09/2011,ATP250,Indoor,Hard,1st Round,3,Malisse X.,Berrer M.,Malisse X.,1.66,2.1,6-4 3-6 6-4,585,295
Open de Moselle,21/09/2011,ATP250,Indoor,Hard,1st Round,3,Dasnieres de Veigy J.,Kohlschreiber P.,Kohlschreiber P.,6.5,1.11,4-6 6-7,485,645
Open de Moselle,21/09/2011,ATP250,Indoor,Hard,1st Round,3,Kunitsyn I.,De Schepper K.,Kunitsyn I.,1.61,2.2,7-5 5-7 6-4,305,490
Open de Moselle,21/09/2011,ATP250,Indoor,Hard,1st Round,3,Llodra M.,Clement A.,Clement A.,1.4,2.75,3-6 4-6,545,340
Open de Moselle,21/09/2011,ATP250,Indoor,Hard,2nd Round,3,Muller G.,Paire B.,Muller G.,1.38,2.87,7-6 6-4,430,460
Open de Moselle,21/09/2011,ATP250,Indoor,Hard,2nd Round,3,Baghdatis M.,Dolgopolov O.,Dolgopolov O.,1.66,2.1,7-6 5-7 3-6,755,545
Open de Moselle,21/09/2011,ATP250,Indoor,Hard,2nd Round,3,Ljubicic I.,Renavand N.,Ljubicic I.,1.12,6.0,7-5 7-5,1100,500
Open de Moselle,22/09/2011,ATP250,Indoor,Hard,2nd Round,3,Kunitsyn I.,Malisse X.,Malisse X.,2.2,1.61,4-6 2-6,300,590
Open de Moselle,22/09/2011,ATP250,Indoor,Hard,2nd Round,3,Sijsling I.,Kohlschreiber P.,Sijsling I.,3.5,1.28,6-4 7-5,490,640
Open de Moselle,22/09/2011,ATP250,Indoor,Hard,2nd Round,3,Clement A.,Mahut N.,Mahut N.,2.37,1.53,6-3 5-7 3-6,335,365
Open de Moselle,22/09/2011,ATP250,Indoor,Hard,2nd Round,3,Tsonga J.W.,Rodrigues M.,Tsonga J.W.,1.04,13.0,6-3 6-4,925,500
Open de Moselle,22/09/2011,ATP250,Indoor,Hard,2nd Round,3,Rochus O.,Gasquet R.,Gasquet R.,4.5,1.18,2-6 1-6,465,1015
Open de Moselle,23/09/2011,ATP250,Indoor,Hard,Quarterfinals,3,Ljubicic I.,Sijsling I.,Ljubicic I.,1.4,2.75,6-4 6-3,1105,485
Open de Moselle,23/09/2011,ATP250,Indoor,Hard,Quarterfinals,3,Gasquet R.,Muller G.,Muller G.,1.25,3.75,3-6 4-6,1010,435
Open de Moselle,23/09/2011,ATP250,Indoor,Hard,Quarterfinals,3,Tsonga J.W.,Mahut N.,Tsonga J.W.,1.11,6.5,4-6 6-3 7-5,930,360
Open de Moselle,24/09/2011,ATP250,Indoor,Hard,Semifinals,3,Muller G.,Ljubicic I.,Ljubicic I.,1.8,1.9,6-7 6-7,430,1110
Open de Moselle,24/09/2011,ATP250,Indoor,Hard,Semifinals,3,Tsonga J.W.,Dolgopolov O.,Tsonga J.W.,1.36,3.0,6-4 6-4,935,540
Open de Moselle,25/09/2011,ATP250,Indoor,Hard,The Final,3,Ljubicic I.,Tsonga J.W.,Tsonga J.W.,3.75,1.28,3-6 7-6 3-6,1105,940
Thailand Open,26/09/2011,ATP250,Indoor,Hard,1st Round,3,Haase R.,Wachiramanowong K.,Haase R.,1.03,15.0,6-3 7-6,475,490
Thailand Open,26/09/2011,ATP250,Indoor,Hard,1st Round,3,Sela D.,Giraldo S.,Giraldo S.,2.1,1.66,2-6 3-6,385,425
Thailand Open,26/09/2011,ATP250,Indoor,Hard,1st Round,3,Dimitrov G.,Dodig I.,Dimitrov G.,2.5,1.5,6-2 7-5,445,525
Thailand Open,26/09/2011,ATP250,Indoor,Hard,1st Round,3,Fognini F.,Udomchoke D.,Udomchoke D.,1.25,3.75,4-6 6-3 2-6,330,340
Thailand Open,27/09/2011,ATP250,Indoor,Hard,1st Round,3,Bachinger M.,Jones G.,Bachinger M.,1.66,2.1,7-5 6-4,445,480
Thailand Open,27/09/2011,ATP250,Indoor,Hard,1st Round,3,Chiudinelli M.,Berrer M.,Berrer M.,2.0,1.72,6-7 3-6,400,300
Thailand Open,27/09/2011,ATP250,Indoor,Hard,1st Round,3,Nieminen J.,Thiem D.,Nieminen J.,1.07,9.0,6-1 4-6 7-5,640,490
Thailand Open,27/09/2011,ATP250,Indoor,Hard,1st Round,3,Gulbis E.,Bolelli S.,Bolelli S.,1.3,3.4,6-7 6-7,460,365
Thailand Open,27/09/2011,ATP250,Indoor,Hard,1st Round,3,Lu Y.H.,Souza J.,Lu Y.H.,1.28,3.5,6-2 7-5,280,500
Thailand Open,28/09/2011,ATP250,Indoor,Hard,1st Round,3,Beck K.,Soeda G.,Soeda G.,2.1,1.66,6-3 6-7 6-7,385,415
Thailand Open,28/09/2011,ATP250,Indoor,Hard,1st Round,3,Kamke T.,Andujar P.,Kamke T.,1.4,2.75,6-0 6-1,445,420
Thailand Open,28/09/2011,ATP250,Indoor,Hard,2nd Round,3,Udomchoke D.,Bachinger M.,Bachinger M.,3.0,1.36,6-7 3-6,335,450
Thailand Open,28/09/2011,ATP250,Indoor,Hard,2nd Round,3,Simon G.,Lu Y.H.,Simon G.,1.25,3.75,6-7 7-5 6-4,870,275
Thailand Open,28/09/2011,ATP250,Indoor,Hard,2nd Round,3,Haase R.,Nieminen J.,Nieminen J.,1.36,3.0,6-7 6-7,470,645
Thailand Open,29/09/2011,ATP250,Indoor,Hard,2nd Round,3,Young D.,Garcia-Lopez G.,Young D.,1.53,2.37,6-1 6-7 7-5,355,370
Thailand Open,29/09/2011,ATP250,Indoor,Hard,2nd Round,3,Kamke T.,Soeda G.,Soeda G.,1.4,2.75,2-6 6-7,440,420
Thailand Open,29/09/2011,ATP250,Indoor,Hard,2nd Round,3,Monfils G.,Giraldo S.,Monfils G.,1.25,3.75,6-4 4-6 6-1,910,420
Thailand Open,29/09/2011,ATP250,Indoor,Hard,2nd Round,3,Berrer M.,Murray A.,Murray A.,13.0,1.04,4-6 2-6,295,1375
Thailand Open,29/09/2011,ATP250,Indoor,Hard,2nd Round,3,Dimitrov G.,Bolelli S.,Dimitrov G.,1.44,2.62,7-6 6-1,450,360
Thailand Open,30/09/2011,ATP250,Indoor,Hard,Quarterfinals,3,Soeda G.,Young D.,Young D.,3.0,1.36,1-6 2-6,415,360
Thailand Open,30/09/2011,ATP250,Indoor,Hard,Quarterfinals,3,Monfils G.,Nieminen J.,Monfils G.,1.18,4.5,7-5 7-6,915,640
Thailand Open,30/09/2011,ATP250,Indoor,Hard,Quarterfinals,3,Dimitrov G.,Murray A.,Murray A.,9.0,1.07,4-6 4-6,445,1380
Thailand Open,30/09/2011,ATP250,Indoor,Hard,Quarterfinals,3,Simon G.,Bachinger M.,Simon G.,1.14,5.5,3-6 6-3 6-2,875,445
Thailand Open,1/10/2011,ATP250,Indoor,Hard,Semifinals,3,Monfils G.,Young D.,Young D.,1.2,4.33,6-4 6-7 6-7,910,365
Thailand Open,1/10/2011,ATP250,Indoor,Hard,Semifinals,3,Murray A.,Simon G.,Murray A.,1.14,5.5,6-2 3-6 6-2,1385,870
Thailand Open,2/10/2011,ATP250,Indoor,Hard,The Final,3,Young D.,Murray A.,Murray A.,9.0,1.07,2-6 0-6,360,1390
Malaysian Open,26/09/2011,ATP250,Indoor,Hard,1st Round,3,Goffin D.,Ebden M.,Goffin D.,2.1,1.66,6-4 7-6,505,480
Malaysian Open,26/09/2011,ATP250,Indoor,Hard,1st Round,3,Bogomolov A.,Baghdatis M.,Baghdatis M.,2.87,1.38,6-7 4-6,450,760
Malaysian Open,26/09/2011,ATP250,Indoor,Hard,1st Round,3,Tursunov D.,Capdeville P.,Tursunov D.,1.22,4.0,6-2 2-6 6-1,605,380
Malaysian Open,27/09/2011,ATP250,Indoor,Hard,1st Round,3,Zverev M.,Petzschner P.,Petzschner P.,5.0,1.16,5-7 3-6,345,470
Malaysian Open,27/09/2011,ATP250,Indoor,Hard,1st Round,3,Devvarman S.,Ledovskikh M.,Devvarman S.,1.36,3.0,7-6 6-4,485,465
Malaysian Open,27/09/2011,ATP250,Indoor,Hard,1st Round,3,Rosol L.,Kubot L.,Kubot L.,2.2,1.61,3-6 3-6,445,430
Malaysian Open,27/09/2011,ATP250,Indoor,Hard,1st Round,3,De Voest R.,Sweeting R.,De Voest R.,2.75,1.4,4-6 6-3 6-3,450,405
Malaysian Open,27/09/2011,ATP250,Indoor,Hard,1st Round,3,Harrison R.,Davydenko N.,Davydenko N.,2.75,1.4,3-6 2-6,455,1395
Malaysian Open,27/09/2011,ATP250,Indoor,Hard,1st Round,3,Nishikori K.,Gabashvili T.,Nishikori K.,1.25,3.75,3-6 6-4 6-1,505,235
Malaysian Open,28/09/2011,ATP250,Indoor,Hard,1st Round,3,Tomic B.,Cipolla F.,Cipolla F.,1.36,3.0,2-6 2-6,460,400
Malaysian Open,28/09/2011,ATP250,Indoor,Hard,1st Round,3,Istomin D.,Matosevic M.,Istomin D.,1.36,3.0,6-3 6-2,440,460
Malaysian Open,28/09/2011,ATP250,Indoor,Hard,2nd Round,3,De Voest R.,Melzer J.,Melzer J.,3.75,1.25,0-6 4-6,445,690
Malaysian Open,28/09/2011,ATP250,Indoor,Hard,2nd Round,3,Tursunov D.,Goffin D.,Tursunov D.,1.33,3.25,6-3 6-3,610,500
Malaysian Open,28/09/2011,ATP250,Indoor,Hard,2nd Round,3,Devvarman S.,Baghdatis M.,Baghdatis M.,3.75,1.25,5-7 4-6,480,765
Malaysian Open,29/09/2011,ATP250,Indoor,Hard,2nd Round,3,Troicki V.,Istomin D.,Troicki V.,1.72,2.0,6-1 6-4,590,435
Malaysian Open,29/09/2011,ATP250,Indoor,Hard,2nd Round,3,Kubot L.,Davydenko N.,Davydenko N.,3.0,1.36,3-6 6-7,425,1400
Malaysian Open,29/09/2011,ATP250,Indoor,Hard,2nd Round,3,Nishikori K.,Petzschner P.,Nishikori K.,2.0,1.72,6-3 4-6 7-5,510,465
Malaysian Open,29/09/2011,ATP250,Indoor,Hard,2nd Round,3,Ramos A.,Almagro N.,Almagro N.,4.5,1.18,6-7 6-7,500,845
Malaysian Open,29/09/2011,ATP250,Indoor,Hard,2nd Round,3,Tipsarevic J.,Cipolla F.,Tipsarevic J.,1.22,4.0,6-2 6-4,540,395
Malaysian Open,30/09/2011,ATP250,Indoor,Hard,Quarterfinals,3,Tursunov D.,Troicki V.,Troicki V.,3.25,1.33,4-6 4-6,605,595
Malaysian Open,30/09/2011,ATP250,Indoor,Hard,Quarterfinals,3,Baghdatis M.,Melzer J.,Baghdatis M.,1.83,1.83,6-3 7-6,770,685
Malaysian Open,30/09/2011,ATP250,Indoor,Hard,Quarterfinals,3,Almagro N.,Nishikori K.,Nishikori K.,1.5,2.5,7-6 4-6 4-6,840,515
Malaysian Open,1/10/2011,ATP250,Indoor,Hard,Semifinals,3,Baghdatis M.,Troicki V.,Baghdatis M.,1.83,1.83,6-3 6-1,775,590
Malaysian Open,1/10/2011,ATP250,Indoor,Hard,Semifinals,3,Nishikori K.,Tipsarevic J.,Tipsarevic J.,3.4,1.3,4-6 3-6,510,545
Malaysian Open,2/10/2011,ATP250,Indoor,Hard,The Final,3,Tipsarevic J.,Baghdatis M.,Tipsarevic J.,1.61,2.25,6-4 7-5,550,770
China Open,3/10/2011,ATP500,Outdoor,Hard,1st Round,3,Wu D.,Cilic M.,Cilic M.,15.0,1.03,2-6 0-6,490,795
China Open,3/10/2011,ATP500,Outdoor,Hard,1st Round,3,Lopez F.,Ilhan M.,Lopez F.,1.4,2.75,6-2 7-6,525,430
China Open,3/10/2011,ATP500,Outdoor,Hard,1st Round,3,Ramos A.,Mayer F.,Mayer F.,4.5,1.18,2-6 4-6,495,535
China Open,3/10/2011,ATP500,Outdoor,Hard,1st Round,3,Verdasco F.,Llodra M.,Verdasco F.,1.25,3.75,6-2 6-4,980,540
China Open,3/10/2011,ATP500,Outdoor,Hard,1st Round,3,Dolgopolov O.,Cipolla F.,Cipolla F.,1.28,3.5,1-6 6-1 0-6,535,400
China Open,3/10/2011,ATP500,Outdoor,Hard,1st Round,3,Anderson K.,Roddick A.,Anderson K.,2.75,1.4,6-4 7-5,505,1805
China Open,4/10/2011,ATP500,Outdoor,Hard,1st Round,3,Li Z.,Zhang Z.,Zhang Z.,2.25,1.57,1-6 3-6,495,500
China Open,4/10/2011,ATP500,Outdoor,Hard,1st Round,3,Montanes A.,Capdeville P.,Montanes A.,1.4,2.75,6-3 6-3,440,375
China Open,4/10/2011,ATP500,Outdoor,Hard,1st Round,3,Almagro N.,Youzhny M.,Youzhny M.,1.9,1.8,3-6 2-6,835,915
China Open,4/10/2011,ATP500,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Robredo T.,Kohlschreiber P.,1.44,2.62,6-3 7-6,645,1095
China Open,4/10/2011,ATP500,Outdoor,Hard,1st Round,3,Dimitrov G.,Tsonga J.W.,Tsonga J.W.,6.0,1.12,6-7 5-7,440,945
China Open,4/10/2011,ATP500,Outdoor,Hard,1st Round,3,Fognini F.,Zemlja G.,Fognini F.,1.72,2.0,6-4 6-1,335,475
China Open,4/10/2011,ATP500,Outdoor,Hard,1st Round,3,Melzer J.,Berdych T.,Berdych T.,3.25,1.33,5-7 5-7,680,1015
China Open,4/10/2011,ATP500,Outdoor,Hard,1st Round,3,Ljubicic I.,Gabashvili T.,Ljubicic I.,1.2,4.33,7-5 7-5,1110,230
China Open,4/10/2011,ATP500,Outdoor,Hard,1st Round,3,Simon G.,Granollers M.,Granollers M.,1.25,3.75,3-6 1-6,865,440
China Open,4/10/2011,ATP500,Outdoor,Hard,1st Round,3,Ferrero J.C.,Bellucci T.,Ferrero J.C.,1.61,2.2,6-1 7-6,915,505
China Open,5/10/2011,ATP500,Outdoor,Hard,2nd Round,3,Cipolla F.,Verdasco F.,Verdasco F.,5.0,1.16,6-2 1-6 2-6,395,985
China Open,5/10/2011,ATP500,Outdoor,Hard,2nd Round,3,Youzhny M.,Lopez F.,Youzhny M.,1.8,1.9,6-7 6-2 7-5,920,520
China Open,5/10/2011,ATP500,Outdoor,Hard,2nd Round,3,Mayer F.,Ljubicic I.,Ljubicic I.,1.83,1.83,0-6 6-2 3-6,530,1115
China Open,5/10/2011,ATP500,Outdoor,Hard,2nd Round,3,Berdych T.,Kohlschreiber P.,Berdych T.,1.2,4.33,6-2 6-0,1020,640
China Open,6/10/2011,ATP500,Outdoor,Hard,2nd Round,3,Granollers M.,Ferrero J.C.,Ferrero J.C.,2.75,1.4,4-6 4-6,435,920
China Open,6/10/2011,ATP500,Outdoor,Hard,2nd Round,3,Tsonga J.W.,Zhang Z.,Tsonga J.W.,1.02,19.0,6-3 6-4,950,495
China Open,6/10/2011,ATP500,Outdoor,Hard,2nd Round,3,Fognini F.,Cilic M.,Cilic M.,5.5,1.14,2-6 7-6 3-6,330,800
China Open,6/10/2011,ATP500,Outdoor,Hard,2nd Round,3,Anderson K.,Montanes A.,Anderson K.,1.14,5.5,7-6 7-6,510,435
China Open,7/10/2011,ATP500,Outdoor,Hard,Quarterfinals,3,Verdasco F.,Berdych T.,Berdych T.,3.25,1.33,1-6 0-6,980,1025
China Open,7/10/2011,ATP500,Outdoor,Hard,Quarterfinals,3,Ljubicic I.,Youzhny M.,Ljubicic I.,1.72,2.0,7-6 6-7 6-2,1120,915
China Open,7/10/2011,ATP500,Outdoor,Hard,Quarterfinals,3,Anderson K.,Cilic M.,Cilic M.,2.5,1.5,6-7 6-4 1-6,505,805
China Open,7/10/2011,ATP500,Outdoor,Hard,Quarterfinals,3,Tsonga J.W.,Ferrero J.C.,Tsonga J.W.,1.25,3.75,6-3 6-4,955,915
China Open,8/10/2011,ATP500,Outdoor,Hard,Semifinals,3,Ljubicic I.,Cilic M.,Cilic M.,2.2,1.61,4-6 3-6,1115,810
China Open,8/10/2011,ATP500,Outdoor,Hard,Semifinals,3,Berdych T.,Tsonga J.W.,Berdych T.,2.0,1.72,6-4 4-6 6-1,1030,950
China Open,9/10/2011,ATP500,Outdoor,Hard,The Final,3,Cilic M.,Berdych T.,Berdych T.,3.4,1.33,6-3 4-6 1-6,805,1035
Rakuten Japan Open Tennis Championships,3/10/2011,ATP500,Outdoor,Hard,1st Round,3,Stepanek R.,Devvarman S.,Stepanek R.,1.28,3.5,6-4 6-3,920,475
Rakuten Japan Open Tennis Championships,3/10/2011,ATP500,Outdoor,Hard,1st Round,3,Andujar P.,Ebden M.,Ebden M.,2.25,1.57,7-6 4-6 4-6,415,485
Rakuten Japan Open Tennis Championships,3/10/2011,ATP500,Outdoor,Hard,1st Round,3,Fish M.,Harrison R.,Fish M.,1.12,6.0,6-4 3-6 7-5,845,450
Rakuten Japan Open Tennis Championships,3/10/2011,ATP500,Outdoor,Hard,1st Round,3,Garcia-Lopez G.,Chiudinelli M.,Chiudinelli M.,1.66,2.1,1-6 6-4 4-6,365,405
Rakuten Japan Open Tennis Championships,4/10/2011,ATP500,Outdoor,Hard,1st Round,3,Bogomolov A.,Nieminen J.,Bogomolov A.,2.1,1.66,6-4 6-4,455,635
Rakuten Japan Open Tennis Championships,4/10/2011,ATP500,Outdoor,Hard,1st Round,3,Kubot L.,Gulbis E.,Gulbis E.,2.62,1.44,3-6 6-3 5-7,420,465
Rakuten Japan Open Tennis Championships,4/10/2011,ATP500,Outdoor,Hard,1st Round,3,Raonic M.,Sugita Y.,Raonic M.,1.3,3.4,6-7 6-3 7-6,560,480
Rakuten Japan Open Tennis Championships,4/10/2011,ATP500,Outdoor,Hard,1st Round,3,Monaco J.,Dodig I.,Dodig I.,1.61,2.2,2-6 6-2 6-7,680,530
Rakuten Japan Open Tennis Championships,4/10/2011,ATP500,Outdoor,Hard,1st Round,3,Nalbandian D.,Rosol L.,Nalbandian D.,1.1,7.0,6-1 6-1,1155,440
Rakuten Japan Open Tennis Championships,4/10/2011,ATP500,Outdoor,Hard,1st Round,3,Sela D.,Ito T.,Ito T.,1.4,2.75,4-6 6-3 3-6,380,475
Rakuten Japan Open Tennis Championships,4/10/2011,ATP500,Outdoor,Hard,1st Round,3,Ferrer D.,Nishikori K.,Ferrer D.,1.28,3.5,6-4 6-3,1270,505
Rakuten Japan Open Tennis Championships,4/10/2011,ATP500,Outdoor,Hard,1st Round,3,Troicki V.,Tomic B.,Tomic B.,1.3,3.4,6-7 6-7,585,465
Rakuten Japan Open Tennis Championships,4/10/2011,ATP500,Outdoor,Hard,1st Round,3,Nadal R.,Soeda G.,Nadal R.,1.01,26.0,6-3 6-2,2440,410
Rakuten Japan Open Tennis Championships,4/10/2011,ATP500,Outdoor,Hard,1st Round,3,Haase R.,Giraldo S.,Giraldo S.,1.44,2.62,3-6 6-7,465,425
Rakuten Japan Open Tennis Championships,5/10/2011,ATP500,Outdoor,Hard,1st Round,3,Tursunov D.,Tipsarevic J.,Tursunov D.,4.0,1.22,7-6 6-7 7-5,610,545
Rakuten Japan Open Tennis Championships,5/10/2011,ATP500,Outdoor,Hard,1st Round,3,Baghdatis M.,Murray A.,Murray A.,5.5,1.14,6-7 6-2 4-6,765,1395
Rakuten Japan Open Tennis Championships,5/10/2011,ATP500,Outdoor,Hard,2nd Round,3,Fish M.,Gulbis E.,Fish M.,1.36,3.0,6-2 6-4,850,460
Rakuten Japan Open Tennis Championships,5/10/2011,ATP500,Outdoor,Hard,2nd Round,3,Ito T.,Tomic B.,Tomic B.,3.25,1.33,7-6 1-6 5-7,470,470
Rakuten Japan Open Tennis Championships,5/10/2011,ATP500,Outdoor,Hard,2nd Round,3,Stepanek R.,Chiudinelli M.,Stepanek R.,1.18,4.5,7-5 6-7 6-1,925,400
Rakuten Japan Open Tennis Championships,6/10/2011,ATP500,Outdoor,Hard,2nd Round,3,Tursunov D.,Giraldo S.,Giraldo S.,2.0,1.72,4-6 6-7,605,430
Rakuten Japan Open Tennis Championships,6/10/2011,ATP500,Outdoor,Hard,2nd Round,3,Ferrer D.,Ebden M.,Ferrer D.,1.05,11.0,4-6 6-2 6-2,1275,480
Rakuten Japan Open Tennis Championships,6/10/2011,ATP500,Outdoor,Hard,2nd Round,3,Raonic M.,Nadal R.,Nadal R.,11.0,1.05,5-7 3-6,555,2445
Rakuten Japan Open Tennis Championships,6/10/2011,ATP500,Outdoor,Hard,2nd Round,3,Murray A.,Bogomolov A.,Murray A.,1.1,7.0,6-1 6-2,1400,450
Rakuten Japan Open Tennis Championships,6/10/2011,ATP500,Outdoor,Hard,2nd Round,3,Dodig I.,Nalbandian D.,Nalbandian D.,3.75,1.25,6-7 2-6,525,1160
Rakuten Japan Open Tennis Championships,7/10/2011,ATP500,Outdoor,Hard,Quarterfinals,3,Fish M.,Tomic B.,Fish M.,1.16,5.0,6-7 6-4 6-1,855,465
Rakuten Japan Open Tennis Championships,7/10/2011,ATP500,Outdoor,Hard,Quarterfinals,3,Giraldo S.,Nadal R.,Nadal R.,15.0,1.03,6-7 3-6,425,2450
Rakuten Japan Open Tennis Championships,7/10/2011,ATP500,Outdoor,Hard,Quarterfinals,3,Ferrer D.,Stepanek R.,Ferrer D.,1.36,3.0,6-2 7-6,1280,920
Rakuten Japan Open Tennis Championships,7/10/2011,ATP500,Outdoor,Hard,Quarterfinals,3,Nalbandian D.,Murray A.,Murray A.,4.5,1.18,4-6 5-7,1155,1405
Rakuten Japan Open Tennis Championships,8/10/2011,ATP500,Outdoor,Hard,Semifinals,3,Nadal R.,Fish M.,Nadal R.,1.22,4.0,7-5 6-1,2455,850
Rakuten Japan Open Tennis Championships,8/10/2011,ATP500,Outdoor,Hard,Semifinals,3,Ferrer D.,Murray A.,Murray A.,3.75,1.25,2-6 3-6,1275,1410
Rakuten Japan Open Tennis Championships,9/10/2011,ATP500,Outdoor,Hard,The Final,3,Murray A.,Nadal R.,Murray A.,2.75,1.44,3-6 6-2 6-0,1415,2450
Shanghai Masters,9/10/2011,Masters 1000,Outdoor,Hard,1st Round,3,Fognini F.,Mayer F.,Mayer F.,3.5,1.28,0-6 2-6,325,535
Shanghai Masters,9/10/2011,Masters 1000,Outdoor,Hard,1st Round,3,Wawrinka S.,Monaco J.,Wawrinka S.,1.36,3.0,3-6 6-3 6-3,755,675
Shanghai Masters,10/10/2011,Masters 1000,Outdoor,Hard,1st Round,3,Kukushkin M.,Montanes A.,Montanes A.,2.62,1.44,2-6 7-5 6-7,440,440
Shanghai Masters,10/10/2011,Masters 1000,Outdoor,Hard,1st Round,3,Garcia-Lopez G.,Devvarman S.,Garcia-Lopez G.,2.0,1.72,6-4 6-3,370,470
Shanghai Masters,10/10/2011,Masters 1000,Outdoor,Hard,1st Round,3,Gulbis E.,Nalbandian D.,Nalbandian D.,3.25,1.33,5-7 4-6,455,1160
Shanghai Masters,10/10/2011,Masters 1000,Outdoor,Hard,1st Round,3,Tomic B.,Anderson K.,Tomic B.,2.62,1.44,7-6 6-7 6-3,470,500
Shanghai Masters,10/10/2011,Masters 1000,Outdoor,Hard,1st Round,3,Ilhan M.,Dimitrov G.,Dimitrov G.,2.62,1.44,6-2 1-6 4-6,425,445
Shanghai Masters,10/10/2011,Masters 1000,Outdoor,Hard,1st Round,3,Ebden M.,Andujar P.,Ebden M.,1.38,2.87,6-4 6-4,485,410
Shanghai Masters,10/10/2011,Masters 1000,Outdoor,Hard,1st Round,3,Lu Y.H.,Roddick A.,Roddick A.,3.5,1.28,2-6 6-3 2-6,270,1810
Shanghai Masters,10/10/2011,Masters 1000,Outdoor,Hard,1st Round,3,Robredo T.,Bohli S.,Robredo T.,1.4,2.75,7-6 7-6,1100,435
Shanghai Masters,10/10/2011,Masters 1000,Outdoor,Hard,1st Round,3,Li Z.,Verdasco F.,Verdasco F.,19.0,1.02,2-6 2-6,490,985
Shanghai Masters,10/10/2011,Masters 1000,Outdoor,Hard,1st Round,3,Young D.,Gong M.X.,Young D.,1.04,13.0,6-1 6-4,365,485
Shanghai Masters,10/10/2011,Masters 1000,Outdoor,Hard,1st Round,3,Youzhny M.,Ferrero J.C.,Ferrero J.C.,1.83,1.83,6-7 4-6,910,920
Shanghai Masters,10/10/2011,Masters 1000,Outdoor,Hard,1st Round,3,Giraldo S.,Dodig I.,Giraldo S.,1.5,2.5,1-6 6-3 6-4,430,520
Shanghai Masters,11/10/2011,Masters 1000,Outdoor,Hard,1st Round,3,Haase R.,Nishikori K.,Nishikori K.,2.0,1.72,6-0 5-7 6-7,460,510
Shanghai Masters,11/10/2011,Masters 1000,Outdoor,Hard,1st Round,3,Tursunov D.,Bellucci T.,Tursunov D.,1.83,1.83,6-7 6-4 7-5,610,500
Shanghai Masters,11/10/2011,Masters 1000,Outdoor,Hard,1st Round,3,Ljubicic I.,Melzer J.,Melzer J.,1.83,1.83,4-6 2-6,1110,685
Shanghai Masters,11/10/2011,Masters 1000,Outdoor,Hard,1st Round,3,Lopez F.,Tipsarevic J.,Lopez F.,2.75,1.4,7-6 7-6,525,540
Shanghai Masters,11/10/2011,Masters 1000,Outdoor,Hard,1st Round,3,Zhang Z.,Stepanek R.,Stepanek R.,11.0,1.05,3-6 3-6,490,925
Shanghai Masters,11/10/2011,Masters 1000,Outdoor,Hard,1st Round,3,Ramos A.,Cilic M.,Ramos A.,6.0,1.12,6-3 6-4,500,800
Shanghai Masters,11/10/2011,Masters 1000,Outdoor,Hard,1st Round,3,Kubot L.,Dolgopolov O.,Dolgopolov O.,2.87,1.38,4-6 6-7,415,540
Shanghai Masters,11/10/2011,Masters 1000,Outdoor,Hard,1st Round,3,Bogomolov A.,Granollers M.,Bogomolov A.,2.0,1.72,6-2 6-3,455,430
Shanghai Masters,11/10/2011,Masters 1000,Outdoor,Hard,1st Round,3,Llodra M.,Raonic M.,Raonic M.,2.87,1.38,7-6 2-6 6-7,535,560
Shanghai Masters,11/10/2011,Masters 1000,Outdoor,Hard,1st Round,3,Harrison R.,Troicki V.,Harrison R.,2.87,1.38,6-3 6-3,455,580
Shanghai Masters,11/10/2011,Masters 1000,Outdoor,Hard,2nd Round,3,Nalbandian D.,Mayer F.,Mayer F.,1.38,2.87,3-6 4-6,1155,540
Shanghai Masters,11/10/2011,Masters 1000,Outdoor,Hard,2nd Round,3,Almagro N.,Robredo T.,Almagro N.,1.36,3.0,7-5 6-3,840,1095
Shanghai Masters,11/10/2011,Masters 1000,Outdoor,Hard,2nd Round,3,Dimitrov G.,Roddick A.,Roddick A.,3.25,1.33,6-7 5-7,440,1815
Shanghai Masters,11/10/2011,Masters 1000,Outdoor,Hard,2nd Round,3,Wawrinka S.,Young D.,Wawrinka S.,1.5,2.5,6-7 7-6 6-2,760,360
Shanghai Masters,11/10/2011,Masters 1000,Outdoor,Hard,2nd Round,3,Montanes A.,Simon G.,Simon G.,4.33,1.2,1-6 1-6,435,870
